year,state,county,county_code,state_code,AQI,pollutant,arithmetic_mean,AQI_rank
1971,California,Alameda,1,6,78,CO,2.7133125000000002,2
1971,California,Alameda,1,6,78,NO2,69.10849999999999,2
1971,California,Alameda,1,6,78,SO2,3.2833375,2
1971,California,Butte,7,6,43,CO,1.77215,1
1971,California,Butte,7,6,43,NO2,40.508025,1
1971,California,Contra Costa,13,6,43,CO,2.2517625,1
1971,California,Contra Costa,13,6,43,NO2,39.3222375,1
1971,California,Contra Costa,13,6,43,SO2,6.5348500000000005,1
1971,California,Fresno,19,6,3,SO2,1.52625,1
1971,California,Kern,29,6,76,CO,2.5305,2
1971,California,Kern,29,6,76,NO2,67.87356666666668,2
1971,California,Los Angeles,37,6,122,CO,5.064275,3
1971,California,Los Angeles,37,6,122,NO2,139.9458625,3
1971,California,Los Angeles,37,6,122,SO2,12.762928846153846,3
1971,California,Marin,41,6,41,CO,2.82145,1
1971,California,Marin,41,6,41,NO2,39.74235,1
1971,California,Monterey,53,6,51,NO2,42.90595,2
1971,California,Napa,55,6,35,CO,2.263175,1
1971,California,Orange,59,6,106,CO,4.161633333333333,3
1971,California,Orange,59,6,106,NO2,84.919575,3
1971,California,Orange,59,6,106,SO2,5.324015,3
1971,California,Riverside,65,6,103,CO,6.812175,3
1971,California,Riverside,65,6,103,NO2,70.34574285714285,3
1971,California,Riverside,65,6,103,SO2,3.6725999999999996,3
1971,California,Sacramento,67,6,57,CO,2.41325,2
1971,California,Sacramento,67,6,57,NO2,45.27885,2
1971,California,Sacramento,67,6,57,SO2,1.86,2
1971,California,San Bernardino,71,6,104,CO,4.995525,3
1971,California,San Bernardino,71,6,104,NO2,86.352475,3
1971,California,San Bernardino,71,6,104,SO2,5.167285714285715,3
1971,California,San Diego,73,6,103,NO2,84.041875,3
1971,California,San Diego,73,6,103,SO2,2.6729,3
1971,California,San Francisco,75,6,5,SO2,2.6774999999999998,1
1971,California,San Joaquin,77,6,47,CO,1.5563500000000001,1
1971,California,San Joaquin,77,6,47,NO2,39.648525,1
1971,California,San Mateo,81,6,65,CO,2.9433,2
1971,California,San Mateo,81,6,65,NO2,50.787075,2
1971,California,Santa Clara,85,6,6,SO2,1.641075,1
1971,California,Santa Cruz,87,6,31,NO2,26.541825,1
1971,California,Sonoma,97,6,32,CO,1.71735,1
1971,California,Sonoma,97,6,32,NO2,32.13995,1
1971,California,Tulare,107,6,63,CO,3.2935250000000003,2
1971,California,Tulare,107,6,63,NO2,49.03915,2
1971,California,Ventura,111,6,61,CO,4.398933333333334,2
1971,California,Ventura,111,6,61,NO2,55.05115,2
1972,California,Alameda,1,6,71,CO,2.371941666666667,2
1972,California,Alameda,1,6,71,NO2,58.7351,2
1972,California,Alameda,1,6,71,SO2,2.0848875000000002,2
1972,California,Butte,7,6,45,CO,1.594125,1
1972,California,Butte,7,6,45,NO2,41.303799999999995,1
1972,California,Contra Costa,13,6,42,CO,2.19242,1
1972,California,Contra Costa,13,6,42,NO2,31.60012,1
1972,California,Contra Costa,13,6,42,SO2,6.19496,1
1972,California,Fresno,19,6,55,CO,1.4789166666666667,2
1972,California,Fresno,19,6,55,NO2,50.0195,2
1972,California,Fresno,19,6,55,SO2,1.55335,2
1972,California,Humboldt,23,6,37,NO2,28.9725,1
1972,California,Humboldt,23,6,37,SO2,0.4667,1
1972,California,Kern,29,6,80,CO,2.346625,2
1972,California,Kern,29,6,80,NO2,68.34075,2
1972,California,Los Angeles,37,6,116,CO,4.169505555555555,3
1972,California,Los Angeles,37,6,116,NO2,111.11214857142858,3
1972,California,Los Angeles,37,6,116,SO2,12.870657627118645,3
1972,California,Marin,41,6,50,CO,3.0809,1
1972,California,Marin,41,6,50,NO2,41.109725,1
1972,California,Monterey,53,6,50,CO,1.460825,1
1972,California,Monterey,53,6,50,NO2,35.7625125,1
1972,California,Napa,55,6,23,CO,1.4788666666666668,1
1972,California,Orange,59,6,109,CO,4.586392307692307,3
1972,California,Orange,59,6,109,NO2,93.73591538461538,3
1972,California,Orange,59,6,109,SO2,7.286411111111111,3
1972,California,Riverside,65,6,78,CO,4.2722,2
1972,California,Riverside,65,6,78,NO2,40.311454545454545,2
1972,California,Riverside,65,6,78,SO2,4.856983333333333,2
1972,California,Sacramento,67,6,60,CO,1.54695,2
1972,California,Sacramento,67,6,60,NO2,51.509766666666664,2
1972,California,Sacramento,67,6,60,SO2,1.6912500000000001,2
1972,California,San Bernardino,71,6,101,CO,5.261541666666667,3
1972,California,San Bernardino,71,6,101,NO2,78.97171666666667,3
1972,California,San Bernardino,71,6,101,SO2,4.7711,3
1972,California,San Diego,73,6,105,CO,2.0927,3
1972,California,San Diego,73,6,105,NO2,68.7754625,3
1972,California,San Diego,73,6,105,SO2,3.1513454545454547,3
1972,California,San Francisco,75,6,59,CO,2.9282,2
1972,California,San Francisco,75,6,59,NO2,54.910250000000005,2
1972,California,San Francisco,75,6,59,SO2,2.74805,2
1972,California,San Joaquin,77,6,43,CO,1.9641,1
1972,California,San Joaquin,77,6,43,NO2,38.877825,1
1972,California,San Luis Obispo,79,6,46,CO,1.6527500000000002,1
1972,California,San Luis Obispo,79,6,46,NO2,39.562075,1
1972,California,San Mateo,81,6,57,CO,2.99192,2
1972,California,San Mateo,81,6,57,NO2,53.02095,2
1972,California,Santa Barbara,83,6,64,CO,1.8804125,2
1972,California,Santa Barbara,83,6,64,NO2,53.8777125,2
1972,California,Santa Clara,85,6,66,CO,3.161433333333333,2
1972,California,Santa Clara,85,6,66,NO2,62.938575,2
1972,California,Santa Clara,85,6,66,SO2,2.14545,2
1972,California,Santa Cruz,87,6,46,NO2,35.924,1
1972,California,Shasta,89,6,46,CO,2.4519,1
1972,California,Shasta,89,6,46,NO2,39.65615,1
1972,California,Solano,95,6,32,CO,1.60975,1
1972,California,Solano,95,6,32,NO2,27.91975,1
1972,California,Sonoma,97,6,30,CO,1.6491,1
1972,California,Sonoma,97,6,30,NO2,21.374433333333332,1
1972,California,Stanislaus,99,6,44,CO,2.41265,1
1972,California,Stanislaus,99,6,44,NO2,43.194325,1
1972,California,Sutter,101,6,38,NO2,37.855025,1
1972,California,Tulare,107,6,53,CO,1.8188749999999998,2
1972,California,Tulare,107,6,53,NO2,47.16565,2
1972,California,Ventura,111,6,100,CO,1.348525,2
1972,California,Ventura,111,6,100,NO2,48.979775000000004,2
1972,California,Ventura,111,6,100,SO2,2.6989666666666667,2
1973,California,Alameda,1,6,73,CO,2.1273083333333336,2
1973,California,Alameda,1,6,73,NO2,59.0731375,2
1973,California,Alameda,1,6,73,SO2,3.9804125,2
1973,California,Butte,7,6,45,CO,1.5491,1
1973,California,Butte,7,6,45,NO2,40.772275,1
1973,California,Contra Costa,13,6,56,CO,2.5448375,2
1973,California,Contra Costa,13,6,56,NO2,43.9083,2
1973,California,Contra Costa,13,6,56,SO2,3.0486538461538464,2
1973,California,Fresno,19,6,57,CO,1.5344909090909091,2
1973,California,Fresno,19,6,57,NO2,53.596975,2
1973,California,Fresno,19,6,57,SO2,7.1836,2
1973,California,Humboldt,23,6,34,NO2,29.2577,1
1973,California,Kern,29,6,81,CO,2.100475,2
1973,California,Kern,29,6,81,NO2,60.997825,2
1973,California,Los Angeles,37,6,115,CO,4.0848046511627905,3
1973,California,Los Angeles,37,6,115,NO2,105.99317692307692,3
1973,California,Los Angeles,37,6,115,SO2,13.418142465753425,3
1973,California,Marin,41,6,58,CO,2.741775,2
1973,California,Marin,41,6,58,NO2,50.4634,2
1973,California,Monterey,53,6,49,CO,1.67102,1
1973,California,Monterey,53,6,49,NO2,36.0772875,1
1973,California,Napa,55,6,50,CO,3.25885,1
1973,California,Napa,55,6,50,NO2,46.803,1
1973,California,Orange,59,6,108,CO,3.9224083333333333,3
1973,California,Orange,59,6,108,NO2,92.06371666666666,3
1973,California,Orange,59,6,108,SO2,8.41296111111111,3
1973,California,Riverside,65,6,104,CO,2.5807785714285716,3
1973,California,Riverside,65,6,104,NO2,55.804342857142856,3
1973,California,Riverside,65,6,104,SO2,3.317,3
1973,California,Sacramento,67,6,58,CO,1.5282,2
1973,California,Sacramento,67,6,58,NO2,50.900774999999996,2
1973,California,Sacramento,67,6,58,SO2,2.69125,2
1973,California,San Bernardino,71,6,106,CO,3.0846285714285715,3
1973,California,San Bernardino,71,6,106,NO2,80.96641875,3
1973,California,San Bernardino,71,6,106,SO2,6.579354545454546,3
1973,California,San Diego,73,6,73,CO,1.5181,2
1973,California,San Diego,73,6,73,NO2,51.49321111111111,2
1973,California,San Diego,73,6,73,SO2,4.096155555555556,2
1973,California,San Francisco,75,6,61,CO,2.772125,2
1973,California,San Francisco,75,6,61,NO2,53.972,2
1973,California,San Francisco,75,6,61,SO2,4.426925,2
1973,California,San Joaquin,77,6,56,CO,1.646075,2
1973,California,San Joaquin,77,6,56,NO2,46.84035,2
1973,California,San Luis Obispo,79,6,42,CO,2.0585,1
1973,California,San Luis Obispo,79,6,42,NO2,37.766925,1
1973,California,San Mateo,81,6,46,CO,2.9023333333333334,1
1973,California,San Mateo,81,6,46,NO2,43.605075,1
1973,California,Santa Barbara,83,6,62,CO,2.270075,2
1973,California,Santa Barbara,83,6,62,NO2,51.851,2
1973,California,Santa Clara,85,6,85,CO,3.582325,2
1973,California,Santa Clara,85,6,85,NO2,62.68305,2
1973,California,Santa Clara,85,6,85,SO2,2.9402833333333334,2
1973,California,Santa Cruz,87,6,30,NO2,26.6295,1
1973,California,Shasta,89,6,49,CO,1.7115500000000001,1
1973,California,Shasta,89,6,49,NO2,38.522525,1
1973,California,Solano,95,6,50,CO,3.7177,1
1973,California,Solano,95,6,50,NO2,45.34555,1
1973,California,Solano,95,6,50,SO2,6.1411999999999995,1
1973,California,Sonoma,97,6,56,CO,4.3518,2
1973,California,Sonoma,97,6,56,NO2,43.78035,2
1973,California,Stanislaus,99,6,53,CO,2.03475,2
1973,California,Stanislaus,99,6,53,NO2,48.1706,2
1973,California,Sutter,101,6,42,CO,1.1631,1
1973,California,Sutter,101,6,42,NO2,39.900999999999996,1
1973,California,Tulare,107,6,50,CO,2.4762500000000003,1
1973,California,Tulare,107,6,50,NO2,49.47915,1
1973,California,Ventura,111,6,63,CO,1.62486,2
1973,California,Ventura,111,6,63,NO2,48.19983333333333,2
1973,California,Ventura,111,6,63,SO2,2.61174,2
1974,California,Alameda,1,6,80,CO,1.7398461538461538,2
1974,California,Alameda,1,6,80,NO2,56.12594285714286,2
1974,California,Alameda,1,6,80,SO2,1.2800625,2
1974,California,Butte,7,6,50,CO,1.752225,1
1974,California,Butte,7,6,50,NO2,41.0441,1
1974,California,Contra Costa,13,6,59,CO,2.381875,2
1974,California,Contra Costa,13,6,59,NO2,45.559983333333335,2
1974,California,Contra Costa,13,6,59,SO2,8.248929166666667,2
1974,California,Fresno,19,6,63,CO,1.331,2
1974,California,Fresno,19,6,63,NO2,51.120125,2
1974,California,Fresno,19,6,63,SO2,3.7430333333333334,2
1974,California,Humboldt,23,6,18,CO,1.1705999999999999,1
1974,California,Kern,29,6,74,CO,2.2181,2
1974,California,Kern,29,6,74,NO2,61.15035,2
1974,California,Los Angeles,37,6,117,CO,3.855823076923077,3
1974,California,Los Angeles,37,6,117,NO2,105.58166909090909,3
1974,California,Los Angeles,37,6,117,Ozone,0.0424,3
1974,California,Los Angeles,37,6,117,SO2,12.686536904761905,3
1974,California,Marin,41,6,50,CO,2.8701,1
1974,California,Marin,41,6,50,NO2,46.8363,1
1974,California,Monterey,53,6,54,CO,1.75515,2
1974,California,Monterey,53,6,54,NO2,31.1129125,2
1974,California,Napa,55,6,48,CO,2.73485,1
1974,California,Napa,55,6,48,NO2,44.144575,1
1974,California,Napa,55,6,48,SO2,5.579725000000001,1
1974,California,Orange,59,6,106,CO,2.4892842105263155,3
1974,California,Orange,59,6,106,NO2,87.66164285714287,3
1974,California,Orange,59,6,106,SO2,6.398320833333333,3
1974,California,Riverside,65,6,94,CO,2.621955,2
1974,California,Riverside,65,6,94,NO2,51.592425,2
1974,California,Riverside,65,6,94,SO2,3.5211333333333332,2
1974,California,Sacramento,67,6,62,CO,1.5902,2
1974,California,Sacramento,67,6,62,NO2,49.76228,2
1974,California,Sacramento,67,6,62,SO2,0.9415,2
1974,California,San Bernardino,71,6,105,CO,2.460296875,3
1974,California,San Bernardino,71,6,105,NO2,84.6583393939394,3
1974,California,San Bernardino,71,6,105,Ozone,0.03144090909090909,3
1974,California,San Bernardino,71,6,105,SO2,5.794664285714285,3
1974,California,San Diego,73,6,87,CO,1.5965285714285715,2
1974,California,San Diego,73,6,87,NO2,53.32905,2
1974,California,San Diego,73,6,87,SO2,2.3932363636363636,2
1974,California,San Francisco,75,6,53,CO,2.7601750000000003,2
1974,California,San Francisco,75,6,53,NO2,46.454475,2
1974,California,San Francisco,75,6,53,SO2,2.2378,2
1974,California,San Joaquin,77,6,61,CO,1.474725,2
1974,California,San Joaquin,77,6,61,NO2,52.3814,2
1974,California,San Luis Obispo,79,6,44,CO,1.5703,1
1974,California,San Luis Obispo,79,6,44,NO2,36.615725,1
1974,California,San Mateo,81,6,96,CO,2.9491,2
1974,California,San Mateo,81,6,96,NO2,49.615275,2
1974,California,Santa Barbara,83,6,95,CO,1.9376,2
1974,California,Santa Barbara,83,6,95,NO2,63.07936,2
1974,California,Santa Barbara,83,6,95,Ozone,0.0134,2
1974,California,Santa Clara,85,6,102,CO,2.6364625,3
1974,California,Santa Clara,85,6,102,NO2,68.08624166666667,3
1974,California,Santa Clara,85,6,102,SO2,1.526775,3
1974,California,Santa Cruz,87,6,30,NO2,23.509225,1
1974,California,Shasta,89,6,46,CO,1.554,1
1974,California,Shasta,89,6,46,NO2,38.384825,1
1974,California,Solano,95,6,49,CO,3.166925,1
1974,California,Solano,95,6,49,NO2,42.486075,1
1974,California,Solano,95,6,49,SO2,3.8888125,1
1974,California,Sonoma,97,6,50,CO,3.24965,1
1974,California,Sonoma,97,6,50,NO2,33.138775,1
1974,California,Sonoma,97,6,50,SO2,0.32889999999999997,1
1974,California,Stanislaus,99,6,57,CO,1.678925,2
1974,California,Stanislaus,99,6,57,NO2,49.678525,2
1974,California,Sutter,101,6,53,CO,1.381575,2
1974,California,Sutter,101,6,53,NO2,41.780499999999996,2
1974,California,Tulare,107,6,56,CO,2.2362,2
1974,California,Tulare,107,6,56,NO2,47.226325,2
1974,California,Ventura,111,6,100,CO,1.095175,2
1974,California,Ventura,111,6,100,NO2,47.58054545454545,2
1974,California,Ventura,111,6,100,Ozone,0.030605555555555556,2
1974,California,Ventura,111,6,100,SO2,1.94069,2
1975,California,Alameda,1,6,91,CO,1.9307583333333334,2
1975,California,Alameda,1,6,91,NO2,53.9129,2
1975,California,Alameda,1,6,91,Ozone,0.0111,2
1975,California,Alameda,1,6,91,SO2,1.9669625,2
1975,California,Butte,7,6,41,CO,1.5431,1
1975,California,Butte,7,6,41,NO2,38.7353,1
1975,California,Contra Costa,13,6,67,CO,2.15995,2
1975,California,Contra Costa,13,6,67,NO2,47.578675,2
1975,California,Contra Costa,13,6,67,SO2,4.479602380952381,2
1975,California,Fresno,19,6,48,CO,1.3787333333333334,1
1975,California,Fresno,19,6,48,NO2,50,1
1975,California,Fresno,19,6,48,SO2,4.995045454545455,1
1975,California,Humboldt,23,6,16,CO,1.1473333333333333,1
1975,California,Kern,29,6,74,CO,2.009075,2
1975,California,Kern,29,6,74,NO2,61.24485,2
1975,California,Los Angeles,37,6,117,CO,3.7937423076923076,3
1975,California,Los Angeles,37,6,117,NO2,106.420355,3
1975,California,Los Angeles,37,6,117,Ozone,0.0443625,3
1975,California,Los Angeles,37,6,117,SO2,13.759534615384615,3
1975,California,Marin,41,6,51,CO,2.879275,2
1975,California,Marin,41,6,51,NO2,46.627224999999996,2
1975,California,Merced,47,6,21,CO,1.7579,1
1975,California,Merced,47,6,21,Ozone,0.010249999999999999,1
1975,California,Monterey,53,6,41,CO,1.4704375,1
1975,California,Monterey,53,6,41,NO2,29.5932625,1
1975,California,Napa,55,6,50,CO,2.72605,1
1975,California,Napa,55,6,50,NO2,43.53425,1
1975,California,Napa,55,6,50,SO2,4.115114285714285,1
1975,California,Orange,59,6,108,CO,2.34475625,3
1975,California,Orange,59,6,108,NO2,87.18217857142858,3
1975,California,Orange,59,6,108,Ozone,0.026019999999999998,3
1975,California,Orange,59,6,108,SO2,5.895084615384615,3
1975,California,Riverside,65,6,108,CO,2.4962894736842105,3
1975,California,Riverside,65,6,108,NO2,64.79839473684211,3
1975,California,Riverside,65,6,108,Ozone,0.034232,3
1975,California,Riverside,65,6,108,SO2,7.9614142857142856,3
1975,California,Sacramento,67,6,60,CO,1.48875,2
1975,California,Sacramento,67,6,60,NO2,47.708475,2
1975,California,Sacramento,67,6,60,Ozone,0.0174,2
1975,California,Sacramento,67,6,60,SO2,1.82605,2
1975,California,San Bernardino,71,6,104,CO,2.0372857142857144,3
1975,California,San Bernardino,71,6,104,NO2,69.53445,3
1975,California,San Bernardino,71,6,104,Ozone,0.03384,3
1975,California,San Bernardino,71,6,104,SO2,10.433166666666667,3
1975,California,San Diego,73,6,107,CO,1.290740909090909,3
1975,California,San Diego,73,6,107,NO2,67.074688,3
1975,California,San Diego,73,6,107,Ozone,0.024025,3
1975,California,San Diego,73,6,107,SO2,2.264222222222222,3
1975,California,San Francisco,75,6,55,CO,1.8377,2
1975,California,San Francisco,75,6,55,NO2,51.28035,2
1975,California,San Francisco,75,6,55,SO2,3.7043,2
1975,California,San Joaquin,77,6,54,CO,1.494125,2
1975,California,San Joaquin,77,6,54,NO2,45.0197,2
1975,California,San Luis Obispo,79,6,50,CO,1.43405,1
1975,California,San Luis Obispo,79,6,50,NO2,36.8942,1
1975,California,San Luis Obispo,79,6,50,Ozone,0.02546666666666667,1
1975,California,San Mateo,81,6,77,CO,3.1651375,2
1975,California,San Mateo,81,6,77,NO2,50.1614125,2
1975,California,Santa Barbara,83,6,75,CO,2.334,2
1975,California,Santa Barbara,83,6,75,NO2,53.8666,2
1975,California,Santa Barbara,83,6,75,Ozone,0.0135,2
1975,California,Santa Clara,85,6,86,CO,2.38755,2
1975,California,Santa Clara,85,6,86,NO2,65.08966153846154,2
1975,California,Santa Clara,85,6,86,SO2,1.8598,2
1975,California,Santa Cruz,87,6,34,NO2,32.7465,1
1975,California,Shasta,89,6,41,CO,1.7352333333333334,1
1975,California,Shasta,89,6,41,NO2,35.80563333333333,1
1975,California,Solano,95,6,42,CO,2.70115,1
1975,California,Solano,95,6,42,NO2,39.67305,1
1975,California,Solano,95,6,42,SO2,0.7548272727272727,1
1975,California,Sonoma,97,6,48,CO,2.9112999999999998,1
1975,California,Sonoma,97,6,48,NO2,38.04775,1
1975,California,Sonoma,97,6,48,SO2,0.2076,1
1975,California,Stanislaus,99,6,60,CO,1.47925,2
1975,California,Stanislaus,99,6,60,NO2,47.350274999999996,2
1975,California,Sutter,101,6,32,CO,1.1636333333333333,1
1975,California,Sutter,101,6,32,NO2,27.860599999999998,1
1975,California,Tulare,107,6,62,CO,3.973,2
1975,California,Tulare,107,6,62,NO2,46.24078,2
1975,California,Tulare,107,6,62,Ozone,0.021575,2
1975,California,Ventura,111,6,38,NO2,19.86072,1
1975,California,Ventura,111,6,38,Ozone,0.028185714285714286,1
1975,California,Ventura,111,6,38,SO2,3.16335,1
1975,California,Yolo,113,6,20,CO,1.19635,1
1975,California,Yolo,113,6,20,Ozone,0.0128,1
1976,California,Alameda,1,6,104,CO,1.9344000000000001,3
1976,California,Alameda,1,6,104,NO2,66.04464166666666,3
1976,California,Alameda,1,6,104,Ozone,0.010975,3
1976,California,Alameda,1,6,104,SO2,1.9129375,3
1976,California,Butte,7,6,56,CO,1.7273333333333334,2
1976,California,Butte,7,6,56,NO2,41.7943,2
1976,California,Butte,7,6,56,Ozone,0.02065,2
1976,California,Contra Costa,13,6,90,CO,1.830875,2
1976,California,Contra Costa,13,6,90,NO2,60.273558333333334,2
1976,California,Contra Costa,13,6,90,Ozone,0.01365,2
1976,California,Contra Costa,13,6,90,SO2,1.842104347826087,2
1976,California,El Dorado,17,6,26,CO,0.3644,1
1976,California,El Dorado,17,6,26,NO2,24.94385,1
1976,California,El Dorado,17,6,26,Ozone,0.0288,1
1976,California,Fresno,19,6,104,CO,1.7651166666666667,3
1976,California,Fresno,19,6,104,NO2,82.25253333333333,3
1976,California,Fresno,19,6,104,Ozone,0.028492857142857143,3
1976,California,Fresno,19,6,104,SO2,4.2265625,3
1976,California,Imperial,25,6,6,Ozone,0.0123,1
1976,California,Imperial,25,6,6,SO2,2.9353999999999996,1
1976,California,Kern,29,6,75,CO,1.281225,2
1976,California,Kern,29,6,75,NO2,62.9814,2
1976,California,Kern,29,6,75,Ozone,0.0281125,2
1976,California,Kings,31,6,0,Ozone,0.029433333333333336,1
1976,California,Los Angeles,37,6,121,CO,3.38033125,3
1976,California,Los Angeles,37,6,121,NO2,105.80590327868852,3
1976,California,Los Angeles,37,6,121,Ozone,0.03808888888888889,3
1976,California,Los Angeles,37,6,121,SO2,10.776192647058824,3
1976,California,Marin,41,6,64,CO,2.986275,2
1976,California,Marin,41,6,64,NO2,46.196025,2
1976,California,Marin,41,6,64,Ozone,0.00895,2
1976,California,Mariposa,43,6,0,Ozone,0.03845,1
1976,California,Merced,47,6,75,CO,1.4436,2
1976,California,Merced,47,6,75,NO2,51.637249999999995,2
1976,California,Merced,47,6,75,Ozone,0.0216375,2
1976,California,Monterey,53,6,48,CO,1.2427857142857144,1
1976,California,Monterey,53,6,48,NO2,34.2628,1
1976,California,Monterey,53,6,48,Ozone,0.0077,1
1976,California,Napa,55,6,56,CO,2.236125,2
1976,California,Napa,55,6,56,NO2,34.9855,2
1976,California,Napa,55,6,56,Ozone,0.024025,2
1976,California,Napa,55,6,56,SO2,0.065375,2
1976,California,Orange,59,6,107,CO,3.6426785714285717,3
1976,California,Orange,59,6,107,NO2,81.68231666666667,3
1976,California,Orange,59,6,107,Ozone,0.0194,3
1976,California,Orange,59,6,107,SO2,4.695085714285715,3
1976,California,Riverside,65,6,105,CO,2.12434,3
1976,California,Riverside,65,6,105,NO2,66.17075789473684,3
1976,California,Riverside,65,6,105,Ozone,0.031660714285714285,3
1976,California,Riverside,65,6,105,SO2,5.250533333333333,3
1976,California,Sacramento,67,6,79,CO,1.6489333333333334,2
1976,California,Sacramento,67,6,79,NO2,50.781774999999996,2
1976,California,Sacramento,67,6,79,Ozone,0.0184125,2
1976,California,Sacramento,67,6,79,SO2,0.897775,2
1976,California,San Bernardino,71,6,105,CO,1.582925806451613,3
1976,California,San Bernardino,71,6,105,NO2,60.74098484848485,3
1976,California,San Bernardino,71,6,105,Ozone,0.02931,3
1976,California,San Bernardino,71,6,105,SO2,11.69585,3
1976,California,San Diego,73,6,109,CO,1.234926923076923,3
1976,California,San Diego,73,6,109,NO2,75.94370384615385,3
1976,California,San Diego,73,6,109,Ozone,0.02647037037037037,3
1976,California,San Diego,73,6,109,SO2,3.292241176470588,3
1976,California,San Francisco,75,6,92,CO,1.963425,2
1976,California,San Francisco,75,6,92,NO2,63.06635,2
1976,California,San Francisco,75,6,92,Ozone,0.00795,2
1976,California,San Francisco,75,6,92,SO2,3.1556,2
1976,California,San Joaquin,77,6,79,CO,1.30855,2
1976,California,San Joaquin,77,6,79,NO2,52.81245,2
1976,California,San Joaquin,77,6,79,Ozone,0.016633333333333333,2
1976,California,San Luis Obispo,79,6,62,CO,1.3115666666666668,2
1976,California,San Luis Obispo,79,6,62,NO2,34.32672,2
1976,California,San Luis Obispo,79,6,62,Ozone,0.022583333333333334,2
1976,California,San Luis Obispo,79,6,62,SO2,3.7982,2
1976,California,San Mateo,81,6,102,CO,2.7828749999999998,3
1976,California,San Mateo,81,6,102,NO2,57.3393,3
1976,California,San Mateo,81,6,102,Ozone,0.0103,3
1976,California,Santa Barbara,83,6,93,CO,1.84335,2
1976,California,Santa Barbara,83,6,93,NO2,63.91923333333334,2
1976,California,Santa Barbara,83,6,93,Ozone,0.021580000000000002,2
1976,California,Santa Barbara,83,6,93,SO2,3.4781500000000003,2
1976,California,Santa Clara,85,6,106,CO,2.9569125,3
1976,California,Santa Clara,85,6,106,NO2,77.281325,3
1976,California,Santa Clara,85,6,106,Ozone,0.01395,3
1976,California,Santa Clara,85,6,106,SO2,1.43095,3
1976,California,Santa Cruz,87,6,43,NO2,31.0862,1
1976,California,Solano,95,6,71,CO,3.32185,2
1976,California,Solano,95,6,71,NO2,53.407399999999996,2
1976,California,Solano,95,6,71,Ozone,0.016800000000000002,2
1976,California,Solano,95,6,71,SO2,1.0384166666666665,2
1976,California,Sonoma,97,6,61,CO,2.462325,2
1976,California,Sonoma,97,6,61,NO2,41.2674,2
1976,California,Sonoma,97,6,61,Ozone,0.01225,2
1976,California,Sonoma,97,6,61,SO2,0.0047,2
1976,California,Stanislaus,99,6,73,CO,1.6004399999999999,2
1976,California,Stanislaus,99,6,73,NO2,54.261425,2
1976,California,Stanislaus,99,6,73,Ozone,0.019866666666666668,2
1976,California,Tehama,103,6,48,CO,0.593,1
1976,California,Tehama,103,6,48,NO2,41.5603,1
1976,California,Tehama,103,6,48,Ozone,0.0167,1
1976,California,Tulare,107,6,70,CO,1.9804,2
1976,California,Tulare,107,6,70,NO2,54.420025,2
1976,California,Tulare,107,6,70,Ozone,0.035055555555555555,2
1976,California,Ventura,111,6,62,CO,0.88645,2
1976,California,Ventura,111,6,62,NO2,49.842060000000004,2
1976,California,Ventura,111,6,62,Ozone,0.028638709677419355,2
1976,California,Yolo,113,6,0,Ozone,0.016166666666666666,1
1977,California,Alameda,1,6,67,CO,1.801425,2
1977,California,Alameda,1,6,67,NO2,48.697775,2
1977,California,Alameda,1,6,67,Ozone,0.0123,2
1977,California,Alameda,1,6,67,SO2,1.1089,2
1977,California,Butte,7,6,53,CO,0.9466749999999999,2
1977,California,Butte,7,6,53,NO2,47.45346,2
1977,California,Butte,7,6,53,Ozone,0.026933333333333333,2
1977,California,Contra Costa,13,6,56,CO,1.8430666666666666,2
1977,California,Contra Costa,13,6,56,NO2,44.674058333333335,2
1977,California,Contra Costa,13,6,56,Ozone,0.012361538461538462,2
1977,California,Contra Costa,13,6,56,SO2,2.0629041666666668,2
1977,California,El Dorado,17,6,24,CO,0.653475,1
1977,California,El Dorado,17,6,24,NO2,23.45935,1
1977,California,El Dorado,17,6,24,Ozone,0.033575,1
1977,California,Fresno,19,6,86,CO,1.1845875,2
1977,California,Fresno,19,6,86,NO2,76.07702499999999,2
1977,California,Fresno,19,6,86,Ozone,0.025291666666666667,2
1977,California,Fresno,19,6,86,SO2,4.07955,2
1977,California,Imperial,25,6,2,Ozone,0.01875,1
1977,California,Imperial,25,6,2,SO2,0.905825,1
1977,California,Kern,29,6,105,CO,1.213525,3
1977,California,Kern,29,6,105,NO2,85.33675,3
1977,California,Kern,29,6,105,Ozone,0.02095,3
1977,California,Kern,29,6,105,SO2,7.467675,3
1977,California,Los Angeles,37,6,126,CO,3.0473826666666666,3
1977,California,Los Angeles,37,6,126,NO2,116.69590535714286,3
1977,California,Los Angeles,37,6,126,Ozone,0.0193,3
1977,California,Los Angeles,37,6,126,SO2,11.85509552238806,3
1977,California,Marin,41,6,56,CO,3.5607,2
1977,California,Marin,41,6,56,NO2,43.77875,2
1977,California,Marin,41,6,56,Ozone,0.0114,2
1977,California,Merced,47,6,55,CO,1.4307166666666666,2
1977,California,Merced,47,6,55,NO2,49.913250000000005,2
1977,California,Merced,47,6,55,Ozone,0.02515,2
1977,California,Monterey,53,6,39,CO,1.207125,1
1977,California,Monterey,53,6,39,NO2,25.5585625,1
1977,California,Monterey,53,6,39,Ozone,0.0135,1
1977,California,Napa,55,6,45,CO,2.181925,1
1977,California,Napa,55,6,45,NO2,31.341116666666668,1
