year,state,county,county_code,state_code,units_of_measure,AQI,pollutant,arithmetic_mean,Air Quality Index
1987,California,Orange,59,6,Parts per million,51,CO,1.4379375,Moderate
1987,California,Orange,59,6,Parts per billion,62,NO2,64.37534166666667,Moderate
1987,California,Orange,59,6,Parts per million,61,Ozone,0.023965,Moderate
1987,California,Orange,59,6,Micrograms/cubic meter (25 C),51,PM10,27.15465,Moderate
1987,California,Orange,59,6,Parts per billion,51,SO2,2.86788125,Moderate
1987,California,Placer,61,6,Parts per million,65,Ozone,0.033825,Moderate
1987,California,Placer,61,6,Micrograms/cubic meter (25 C),51,PM10,17.786234999999998,Moderate
1987,California,Plumas,63,6,Parts per million,51,CO,0.3771,Moderate
1987,California,Plumas,63,6,Parts per billion,51,NO2,13.90865,Moderate
1987,California,Plumas,63,6,Micrograms/cubic meter (25 C),51,PM10,32.4,Moderate
1987,California,Riverside,65,6,Parts per million,51,CO,1.4096666666666666,Moderate
1987,California,Riverside,65,6,Parts per billion,51,NO2,45.2699,Moderate
1987,California,Riverside,65,6,Parts per million,66,Ozone,0.0372962962962963,Moderate
1987,California,Riverside,65,6,Micrograms/cubic meter (25 C),51,PM10,36.74619,Moderate
1987,California,Riverside,65,6,Parts per billion,51,SO2,1.49825,Moderate
1987,California,Sacramento,67,6,Parts per million,51,CO,0.91878125,Moderate
1987,California,Sacramento,67,6,Parts per billion,51,NO2,44.129525,Moderate
1987,California,Sacramento,67,6,Parts per million,63,Ozone,0.029485,Moderate
1987,California,Sacramento,67,6,Micrograms/cubic meter (25 C),51,PM10,22.87476,Moderate
1987,California,San Benito,69,6,Parts per million,65,Ozone,0.0342,Moderate
1987,California,San Benito,69,6,Micrograms/cubic meter (25 C),51,PM10,13.35423,Moderate
1987,California,San Bernardino,71,6,Parts per million,51,CO,0.966535,Moderate
1987,California,San Bernardino,71,6,Parts per billion,53,NO2,54.679404166666664,Moderate
1987,California,San Bernardino,71,6,Parts per million,66,Ozone,0.037285,Moderate
1987,California,San Bernardino,71,6,Micrograms/cubic meter (25 C),51,PM10,33.28404,Moderate
1987,California,San Bernardino,71,6,Parts per billion,51,SO2,1.2734214285714285,Moderate
1987,California,San Diego,73,6,Parts per million,51,CO,1.1401607142857142,Moderate
1987,California,San Diego,73,6,Parts per billion,51,NO2,48.720707142857144,Moderate
1987,California,San Diego,73,6,Parts per million,64,Ozone,0.032496875,Moderate
1987,California,San Diego,73,6,Micrograms/cubic meter (25 C),51,PM10,20.23037,Moderate
1987,California,San Diego,73,6,Parts per billion,51,SO2,2.010595833333334,Moderate
1987,California,San Francisco,75,6,Parts per million,51,CO,2.1793625,Moderate
1987,California,San Francisco,75,6,Parts per billion,51,NO2,39.175075,Moderate
1987,California,San Francisco,75,6,Parts per million,59,Ozone,0.019475,Moderate
1987,California,San Francisco,75,6,Micrograms/cubic meter (25 C),51,PM10,15.173175,Moderate
1987,California,San Francisco,75,6,Parts per billion,51,SO2,0.7723,Moderate
1987,California,San Joaquin,77,6,Parts per million,51,CO,0.9774333333333334,Moderate
1987,California,San Joaquin,77,6,Parts per billion,51,NO2,43.284175000000005,Moderate
1987,California,San Joaquin,77,6,Parts per million,62,Ozone,0.0264875,Moderate
1987,California,San Joaquin,77,6,Micrograms/cubic meter (25 C),51,PM10,29.56143,Moderate
1987,California,San Joaquin,77,6,Parts per billion,51,SO2,3.023975,Moderate
1987,California,San Luis Obispo,79,6,Parts per million,51,CO,0.57855,Moderate
1987,California,San Luis Obispo,79,6,Parts per billion,51,NO2,21.3276875,Moderate
1987,California,San Luis Obispo,79,6,Parts per million,62,Ozone,0.026025,Moderate
1987,California,San Luis Obispo,79,6,Micrograms/cubic meter (25 C),51,PM10,15.18258,Moderate
1987,California,San Luis Obispo,79,6,Parts per billion,51,SO2,0.25888125,Moderate
1987,California,San Mateo,81,6,Parts per million,51,CO,1.214175,Moderate
1987,California,San Mateo,81,6,Parts per billion,51,NO2,40.329925,Moderate
1987,California,San Mateo,81,6,Parts per million,59,Ozone,0.018725,Moderate
1987,California,San Mateo,81,6,Micrograms/cubic meter (25 C),51,PM10,17.454915,Moderate
1987,California,Santa Barbara,83,6,Parts per million,51,CO,0.5023125,Moderate
1987,California,Santa Barbara,83,6,Parts per billion,51,NO2,15.718484615384616,Moderate
1987,California,Santa Barbara,83,6,Parts per million,65,Ozone,0.03355652173913043,Moderate
1987,California,Santa Barbara,83,6,Micrograms/cubic meter (25 C),51,PM10,14.693527142857144,Moderate
1987,California,Santa Barbara,83,6,Parts per billion,51,SO2,0.6536941176470589,Moderate
1987,California,Santa Clara,85,6,Parts per million,51,CO,1.3065416666666667,Moderate
1987,California,Santa Clara,85,6,Parts per million,61,Ozone,0.02401176470588235,Moderate
1987,California,Santa Clara,85,6,Micrograms/cubic meter (25 C),51,PM10,26.37063,Moderate
1987,California,Santa Cruz,87,6,Parts per million,51,CO,0.108575,Moderate
1987,California,Santa Cruz,87,6,Parts per billion,51,NO2,14.8978,Moderate
1987,California,Santa Cruz,87,6,Parts per million,61,Ozone,0.02439999999999999,Moderate
1987,California,Santa Cruz,87,6,Micrograms/cubic meter (25 C),51,PM10,17.793554999999998,Moderate
1987,California,Shasta,89,6,Parts per million,51,CO,0.7876,Moderate
1987,California,Shasta,89,6,Parts per billion,51,NO2,35.79755,Moderate
1987,California,Shasta,89,6,Parts per million,65,Ozone,0.0336,Moderate
1987,California,Shasta,89,6,Micrograms/cubic meter (25 C),51,PM10,18.641145,Moderate
1987,California,Siskiyou,93,6,Parts per million,62,Ozone,0.02613333333333333,Moderate
1987,California,Siskiyou,93,6,Micrograms/cubic meter (25 C),51,PM10,21.09987,Moderate
1987,California,Solano,95,6,Parts per million,51,CO,1.056875,Moderate
1987,California,Solano,95,6,Parts per billion,51,NO2,32.16205,Moderate
1987,California,Solano,95,6,Parts per million,61,Ozone,0.02342727272727272,Moderate
1987,California,Solano,95,6,Parts per billion,51,SO2,0.4233625,Moderate
1987,California,Sonoma,97,6,Parts per million,51,CO,1.183125,Moderate
1987,California,Sonoma,97,6,Parts per billion,51,NO2,30.622975,Moderate
1987,California,Sonoma,97,6,Parts per million,60,Ozone,0.02237142857142857,Moderate
1987,California,Sonoma,97,6,Micrograms/cubic meter (25 C),51,PM10,15.8756175,Moderate
1987,California,Stanislaus,99,6,Parts per million,51,CO,1.1458,Moderate
1987,California,Stanislaus,99,6,Parts per billion,51,NO2,42.7661,Moderate
1987,California,Stanislaus,99,6,Parts per million,63,Ozone,0.0294875,Moderate
1987,California,Stanislaus,99,6,Micrograms/cubic meter (25 C),51,PM10,26.705715,Moderate
1987,California,Stanislaus,99,6,Parts per billion,51,SO2,1.6815250000000002,Moderate
1987,California,Sutter,101,6,Parts per million,64,Ozone,0.03175,Moderate
1987,California,Sutter,101,6,Micrograms/cubic meter (25 C),51,PM10,23.760705,Moderate
1987,California,Tehama,103,6,Micrograms/cubic meter (25 C),51,PM10,22.95294,Moderate
1987,California,Trinity,105,6,Parts per million,51,CO,0.450375,Moderate
1987,California,Trinity,105,6,Micrograms/cubic meter (25 C),51,PM10,14.290005,Moderate
1987,California,Tulare,107,6,Parts per million,51,CO,0.966725,Moderate
1987,California,Tulare,107,6,Parts per billion,51,NO2,41.397975,Moderate
1987,California,Tulare,107,6,Parts per million,68,Ozone,0.0409,Moderate
1987,California,Tulare,107,6,Micrograms/cubic meter (25 C),51,PM10,36.227145,Moderate
1987,California,Tulare,107,6,Parts per billion,51,SO2,1.889575,Moderate
1987,California,Ventura,111,6,Parts per million,51,CO,0.922125,Moderate
1987,California,Ventura,111,6,Parts per billion,51,NO2,29.659975,Moderate
1987,California,Ventura,111,6,Parts per million,65,Ozone,0.03544642857142857,Moderate
1987,California,Ventura,111,6,Micrograms/cubic meter (25 C),51,PM10,20.2927575,Moderate
1987,California,Ventura,111,6,Parts per billion,51,SO2,0.5362,Moderate
1987,California,Yolo,113,6,Parts per million,51,CO,0.397525,Moderate
1987,California,Yolo,113,6,Parts per million,61,Ozone,0.02438888888888889,Moderate
1987,California,Yolo,113,6,Micrograms/cubic meter (25 C),51,PM10,21.386445,Moderate
1988,California,Alameda,1,6,Parts per million,51,CO,1.0580333333333334,Moderate
1988,California,Alameda,1,6,Parts per billion,51,NO2,42.0910375,Moderate
1988,California,Alameda,1,6,Parts per million,59,Ozone,0.01867058823529411,Moderate
1988,California,Alameda,1,6,Micrograms/cubic meter (25 C),51,PM10,17.977788,Moderate
1988,California,Butte,7,6,Parts per million,51,CO,0.8593625,Moderate
1988,California,Butte,7,6,Parts per billion,51,NO2,33.431875,Moderate
1988,California,Butte,7,6,Parts per million,63,Ozone,0.02845,Moderate
1988,California,Butte,7,6,Micrograms/cubic meter (25 C),51,PM10,21.341898,Moderate
1988,California,Colusa,11,6,Micrograms/cubic meter (25 C),51,PM10,19.59414,Moderate
1988,California,Contra Costa,13,6,Parts per million,51,CO,1.0583444444444443,Moderate
1988,California,Contra Costa,13,6,Parts per billion,51,NO2,36.129025,Moderate
1988,California,Contra Costa,13,6,Parts per million,61,Ozone,0.02275625,Moderate
1988,California,Contra Costa,13,6,Micrograms/cubic meter (25 C),51,PM10,18.682284,Moderate
1988,California,Contra Costa,13,6,Parts per billion,51,SO2,1.0748708333333332,Moderate
1988,California,Del Norte,15,6,Parts per million,61,Ozone,0.02445,Moderate
1988,California,Del Norte,15,6,Micrograms/cubic meter (25 C),51,PM10,11.705559999999998,Moderate
1988,California,Del Norte,15,6,Parts per billion,51,SO2,0.02733333333333333,Moderate
1988,California,El Dorado,17,6,Parts per million,51,CO,1.6381083333333333,Moderate
1988,California,El Dorado,17,6,Parts per billion,51,NO2,29.623275000000003,Moderate
1988,California,El Dorado,17,6,Parts per million,67,Ozone,0.037625,Moderate
1988,California,El Dorado,17,6,Micrograms/cubic meter (25 C),51,PM10,18.098232,Moderate
1988,California,Fresno,19,6,Parts per million,51,CO,0.8239526315789474,Moderate
1988,California,Fresno,19,6,Parts per billion,51,NO2,45.62776,Moderate
1988,California,Fresno,19,6,Parts per million,65,Ozone,0.03455,Moderate
1988,California,Fresno,19,6,Micrograms/cubic meter (25 C),51,PM10,31.642054736842105,Moderate
1988,California,Fresno,19,6,Parts per billion,51,SO2,1.68165,Moderate
1988,California,Glenn,21,6,Micrograms/cubic meter (25 C),51,PM10,19.523172,Moderate
1988,California,Humboldt,23,6,Micrograms/cubic meter (25 C),51,PM10,17.753745,Moderate
1988,California,Imperial,25,6,Parts per million,63,Ozone,0.028275,Moderate
1988,California,Imperial,25,6,Micrograms/cubic meter (25 C),51,PM10,31.72060714285714,Moderate
1988,California,Inyo,27,6,Micrograms/cubic meter (25 C),51,PM10,14.434105714285714,Moderate
1988,California,Kern,29,6,Parts per million,51,CO,0.8582222222222222,Moderate
1988,California,Kern,29,6,Parts per billion,51,NO2,49.47516,Moderate
1988,California,Kern,29,6,Parts per million,68,Ozone,0.04166470588235294,Moderate
1988,California,Kern,29,6,Micrograms/cubic meter (25 C),51,PM10,38.328075,Moderate
1988,California,Kern,29,6,Parts per billion,51,SO2,4.840515384615385,Moderate
1988,California,Kings,31,6,Parts per million,65,Ozone,0.034075,Moderate
1988,California,Kings,31,6,Micrograms/cubic meter (25 C),51,PM10,29.17180125,Moderate
1988,California,Lake,33,6,Parts per million,59,Ozone,0.019125,Moderate
1988,California,Lake,33,6,Micrograms/cubic meter (25 C),51,PM10,8.223431999999999,Moderate
1988,California,Los Angeles,37,6,Parts per million,51,CO,1.7308,Moderate
1988,California,Los Angeles,37,6,Parts per billion,76,NO2,76.85182708333333,Moderate
1988,California,Los Angeles,37,6,Parts per million,63,Ozone,0.02829508196721311,Moderate
1988,California,Los Angeles,37,6,Micrograms/cubic meter (25 C),51,PM10,34.33795285714285,Moderate
1988,California,Los Angeles,37,6,Parts per billion,51,SO2,3.601840625,Moderate
1988,California,Madera,39,6,Parts per million,64,Ozone,0.03245,Moderate
1988,California,Madera,39,6,Micrograms/cubic meter (25 C),51,PM10,31.63152,Moderate
1988,California,Marin,41,6,Parts per billion,51,NO2,35.833349999999996,Moderate
1988,California,Marin,41,6,Parts per million,58,Ozone,0.01662,Moderate
1988,California,Marin,41,6,Micrograms/cubic meter (25 C),51,PM10,15.47922,Moderate
1988,California,Marin,41,6,Parts per billion,51,SO2,0.020875,Moderate
1988,California,Mariposa,43,6,Parts per million,65,Ozone,0.033025,Moderate
1988,California,Mendocino,45,6,Parts per million,51,CO,0.21805,Moderate
1988,California,Mendocino,45,6,Parts per billion,51,NO2,16.1845,Moderate
1988,California,Mendocino,45,6,Parts per million,61,Ozone,0.0251,Moderate
1988,California,Mendocino,45,6,Micrograms/cubic meter (25 C),51,PM10,18.85455,Moderate
1988,California,Mendocino,45,6,Parts per billion,51,SO2,0.89835,Moderate
1988,California,Merced,47,6,Micrograms/cubic meter (25 C),51,PM10,29.35476,Moderate
1988,California,Mono,51,6,Parts per million,51,CO,0.4953,Moderate
1988,California,Mono,51,6,Parts per million,68,Ozone,0.04225,Moderate
1988,California,Mono,51,6,Micrograms/cubic meter (25 C),51,PM10,12.460316,Moderate
1988,California,Monterey,53,6,Parts per million,61,Ozone,0.0243,Moderate
1988,California,Monterey,53,6,Micrograms/cubic meter (25 C),51,PM10,13.088004,Moderate
1988,California,Napa,55,6,Parts per million,51,CO,1.07545,Moderate
1988,California,Napa,55,6,Parts per billion,51,NO2,33.197575,Moderate
1988,California,Napa,55,6,Parts per million,59,Ozone,0.017925,Moderate
1988,California,Napa,55,6,Micrograms/cubic meter (25 C),51,PM10,18.056544,Moderate
1988,California,Orange,59,6,Parts per million,51,CO,1.50115,Moderate
1988,California,Orange,59,6,Parts per billion,63,NO2,65.494575,Moderate
1988,California,Orange,59,6,Parts per million,62,Ozone,0.026055,Moderate
1988,California,Orange,59,6,Micrograms/cubic meter (25 C),51,PM10,24.883542,Moderate
1988,California,Orange,59,6,Parts per billion,51,SO2,3.13765625,Moderate
1988,California,Placer,61,6,Parts per million,68,Ozone,0.041725,Moderate
1988,California,Placer,61,6,Micrograms/cubic meter (25 C),51,PM10,19.540332,Moderate
1988,California,Plumas,63,6,Micrograms/cubic meter (25 C),51,PM10,29.178144,Moderate
1988,California,Riverside,65,6,Parts per million,51,CO,1.7977285714285716,Moderate
1988,California,Riverside,65,6,Parts per billion,64,NO2,65.766925,Moderate
1988,California,Riverside,65,6,Parts per million,66,Ozone,0.03684761904761904,Moderate
1988,California,Riverside,65,6,Micrograms/cubic meter (25 C),51,PM10,33.52145793103448,Moderate
1988,California,Riverside,65,6,Parts per billion,51,SO2,1.38815,Moderate
1988,California,Sacramento,67,6,Parts per million,51,CO,1.12505,Moderate
1988,California,Sacramento,67,6,Parts per billion,51,NO2,40.1535375,Moderate
1988,California,Sacramento,67,6,Parts per million,64,Ozone,0.031005,Moderate
1988,California,Sacramento,67,6,Micrograms/cubic meter (25 C),51,PM10,22.875168,Moderate
1988,California,Sacramento,67,6,Parts per billion,51,SO2,5.426775,Moderate
1988,California,San Benito,69,6,Parts per million,64,Ozone,0.0313875,Moderate
1988,California,San Benito,69,6,Micrograms/cubic meter (25 C),51,PM10,14.357724,Moderate
1988,California,San Benito,69,6,Parts per billion,51,SO2,0.053175,Moderate
1988,California,San Bernardino,71,6,Parts per million,51,CO,1.1512791666666666,Moderate
1988,California,San Bernardino,71,6,Parts per billion,51,NO2,47.98929285714286,Moderate
1988,California,San Bernardino,71,6,Parts per million,68,Ozone,0.04295681818181818,Moderate
1988,California,San Bernardino,71,6,Micrograms/cubic meter (25 C),51,PM10,33.88808689655172,Moderate
1988,California,San Bernardino,71,6,Parts per billion,51,SO2,1.742904347826087,Moderate
1988,California,San Diego,73,6,Parts per million,51,CO,1.340403125,Moderate
1988,California,San Diego,73,6,Parts per billion,51,NO2,53.479060714285716,Moderate
1988,California,San Diego,73,6,Parts per million,65,Ozone,0.03434375,Moderate
1988,California,San Diego,73,6,Micrograms/cubic meter (25 C),51,PM10,20.92838769230769,Moderate
1988,California,San Diego,73,6,Parts per billion,51,SO2,2.8241375,Moderate
1988,California,San Francisco,75,6,Parts per million,51,CO,1.7838875,Moderate
1988,California,San Francisco,75,6,Parts per billion,51,NO2,41.9594,Moderate
1988,California,San Francisco,75,6,Parts per million,58,Ozone,0.01715,Moderate
1988,California,San Francisco,75,6,Micrograms/cubic meter (25 C),51,PM10,16.273152,Moderate
1988,California,San Francisco,75,6,Parts per billion,51,SO2,1.2872,Moderate
1988,California,San Joaquin,77,6,Parts per million,51,CO,0.964,Moderate
1988,California,San Joaquin,77,6,Parts per billion,51,NO2,45.5776,Moderate
1988,California,San Joaquin,77,6,Parts per million,62,Ozone,0.02633333333333333,Moderate
1988,California,San Joaquin,77,6,Micrograms/cubic meter (25 C),51,PM10,30.502608,Moderate
1988,California,San Joaquin,77,6,Parts per billion,51,SO2,2.127875,Moderate
1988,California,San Luis Obispo,79,6,Parts per million,51,CO,0.4762,Moderate
1988,California,San Luis Obispo,79,6,Parts per billion,51,NO2,21.87004375,Moderate
1988,California,San Luis Obispo,79,6,Parts per million,63,Ozone,0.02847142857142857,Moderate
1988,California,San Luis Obispo,79,6,Micrograms/cubic meter (25 C),51,PM10,14.42243,Moderate
1988,California,San Luis Obispo,79,6,Parts per billion,51,SO2,1.28937,Moderate
1988,California,San Mateo,81,6,Parts per million,51,CO,1.1757,Moderate
1988,California,San Mateo,81,6,Parts per billion,51,NO2,41.086974999999995,Moderate
1988,California,San Mateo,81,6,Parts per million,59,Ozone,0.01965,Moderate
1988,California,San Mateo,81,6,Micrograms/cubic meter (25 C),51,PM10,16.170888,Moderate
1988,California,Santa Barbara,83,6,Parts per million,51,CO,0.4945928571428572,Moderate
1988,California,Santa Barbara,83,6,Parts per billion,51,NO2,16.210190588235296,Moderate
1988,California,Santa Barbara,83,6,Parts per million,66,Ozone,0.03589634146341463,Moderate
1988,California,Santa Barbara,83,6,Micrograms/cubic meter (25 C),51,PM10,14.983895294117646,Moderate
1988,California,Santa Barbara,83,6,Parts per billion,51,SO2,0.766375,Moderate
1988,California,Santa Clara,85,6,Parts per million,51,CO,1.3622083333333332,Moderate
1988,California,Santa Clara,85,6,Parts per million,60,Ozone,0.02214117647058823,Moderate
1988,California,Santa Clara,85,6,Micrograms/cubic meter (25 C),51,PM10,22.42872,Moderate
1988,California,Santa Cruz,87,6,Parts per million,51,CO,0.1554,Moderate
1988,California,Santa Cruz,87,6,Parts per billion,51,NO2,17.552425,Moderate
1988,California,Santa Cruz,87,6,Parts per million,61,Ozone,0.0230875,Moderate
1988,California,Santa Cruz,87,6,Micrograms/cubic meter (25 C),51,PM10,19.068936,Moderate
1988,California,Santa Cruz,87,6,Parts per billion,51,SO2,0.343225,Moderate
1988,California,Shasta,89,6,Parts per billion,51,NO2,35.229875,Moderate
1988,California,Shasta,89,6,Parts per million,64,Ozone,0.03231428571428571,Moderate
1988,California,Shasta,89,6,Micrograms/cubic meter (25 C),51,PM10,15.818916,Moderate
1988,California,Shasta,89,6,Parts per billion,51,SO2,0.01975,Moderate
1988,California,Siskiyou,93,6,Parts per million,51,CO,0.3638,Moderate
1988,California,Siskiyou,93,6,Parts per million,60,Ozone,0.0225,Moderate
1988,California,Siskiyou,93,6,Micrograms/cubic meter (25 C),51,PM10,14.436,Moderate
1988,California,Solano,95,6,Parts per million,51,CO,0.7416714285714285,Moderate
1988,California,Solano,95,6,Parts per billion,51,NO2,33.12775,Moderate
1988,California,Solano,95,6,Parts per million,61,Ozone,0.024,Moderate
1988,California,Solano,95,6,Micrograms/cubic meter (25 C),51,PM10,21,Moderate
1988,California,Solano,95,6,Parts per billion,51,SO2,0.68225,Moderate
1988,California,Sonoma,97,6,Parts per million,51,CO,1.263475,Moderate
1988,California,Sonoma,97,6,Parts per billion,51,NO2,31.0959,Moderate
1988,California,Sonoma,97,6,Parts per million,60,Ozone,0.02155714285714285,Moderate
1988,California,Sonoma,97,6,Micrograms/cubic meter (25 C),51,PM10,15.3651825,Moderate
1988,California,Stanislaus,99,6,Parts per million,51,CO,0.8636875,Moderate
1988,California,Stanislaus,99,6,Parts per billion,51,NO2,36.8846375,Moderate
1988,California,Stanislaus,99,6,Parts per million,64,Ozone,0.0315,Moderate
1988,California,Stanislaus,99,6,Micrograms/cubic meter (25 C),51,PM10,27.316547999999997,Moderate
1988,California,Stanislaus,99,6,Parts per billion,51,SO2,1.6054875,Moderate
1988,California,Sutter,101,6,Parts per million,63,Ozone,0.0284,Moderate
1988,California,Sutter,101,6,Micrograms/cubic meter (25 C),51,PM10,21.158004,Moderate
1988,California,Tehama,103,6,Micrograms/cubic meter (25 C),51,PM10,26.499996,Moderate
1988,California,Trinity,105,6,Micrograms/cubic meter (25 C),51,PM10,14.42838,Moderate
1988,California,Tulare,107,6,Parts per million,51,CO,0.800225,Moderate
1988,California,Tulare,107,6,Parts per billion,51,NO2,48.120375,Moderate
1988,California,Tulare,107,6,Parts per million,69,Ozone,0.043825,Moderate
1988,California,Tulare,107,6,Micrograms/cubic meter (25 C),51,PM10,36.690113333333336,Moderate
1988,California,Tulare,107,6,Parts per billion,51,SO2,0.787125,Moderate
1988,California,Tuolumne,109,6,Parts per million,67,Ozone,0.038675,Moderate
1988,California,Ventura,111,6,Parts per million,51,CO,0.9113375,Moderate
1988,California,Ventura,111,6,Parts per billion,51,NO2,29.45514,Moderate
1988,California,Ventura,111,6,Parts per million,66,Ozone,0.035784375,Moderate
1988,California,Ventura,111,6,Micrograms/cubic meter (25 C),51,PM10,22.780282857142858,Moderate
1988,California,Ventura,111,6,Parts per billion,51,SO2,0.9873375,Moderate
1988,California,Yolo,113,6,Parts per million,51,CO,0.402375,Moderate
1988,California,Yolo,113,6,Parts per million,61,Ozone,0.024825,Moderate
1988,California,Yolo,113,6,Micrograms/cubic meter (25 C),51,PM10,21.97142,Moderate
1988,California,Yuba,115,6,Micrograms/cubic meter (25 C),51,PM10,30.72858,Moderate
1989,California,Alameda,1,6,Parts per million,51,CO,1.09575,Moderate
1989,California,Alameda,1,6,Parts per billion,51,NO2,41.242775,Moderate
1989,California,Alameda,1,6,Parts per million,59,Ozone,0.0185235294117647,Moderate
1989,California,Alameda,1,6,Micrograms/cubic meter (25 C),51,PM10,20.050935,Moderate
1989,California,Butte,7,6,Parts per million,51,CO,0.9518375,Moderate
1989,California,Butte,7,6,Parts per billion,51,NO2,32.256725,Moderate
1989,California,Butte,7,6,Parts per million,63,Ozone,0.028075,Moderate
1989,California,Butte,7,6,Micrograms/cubic meter (25 C),51,PM10,22.440766666666665,Moderate
1989,California,Colusa,11,6,Micrograms/cubic meter (25 C),51,PM10,17.878935,Moderate
1989,California,Contra Costa,13,6,Parts per million,51,CO,1.074675,Moderate
1989,California,Contra Costa,13,6,Parts per billion,51,NO2,34.58805,Moderate
1989,California,Contra Costa,13,6,Parts per million,60,Ozone,0.02163125,Moderate
1989,California,Contra Costa,13,6,Micrograms/cubic meter (25 C),51,PM10,17.410205,Moderate
1989,California,Contra Costa,13,6,Parts per billion,51,SO2,1.3065607142857143,Moderate
1989,California,Del Norte,15,6,Parts per million,60,Ozone,0.02225,Moderate
1989,California,Del Norte,15,6,Parts per billion,51,SO2,0.0147,Moderate
1989,California,El Dorado,17,6,Parts per million,51,CO,1.5773416666666666,Moderate
1989,California,El Dorado,17,6,Parts per billion,51,NO2,29.5589,Moderate
1989,California,El Dorado,17,6,Parts per million,66,Ozone,0.0356625,Moderate
1989,California,El Dorado,17,6,Micrograms/cubic meter (25 C),51,PM10,16.7826,Moderate
1989,California,Fresno,19,6,Parts per million,51,CO,0.8478,Moderate
1989,California,Fresno,19,6,Parts per billion,51,NO2,43.94976875,Moderate
1989,California,Fresno,19,6,Parts per million,64,Ozone,0.03097,Moderate
1989,California,Fresno,19,6,Micrograms/cubic meter (25 C),51,PM10,33.52609304347826,Moderate
1989,California,Fresno,19,6,Parts per billion,51,SO2,3.674625,Moderate
1989,California,Glenn,21,6,Micrograms/cubic meter (25 C),51,PM10,16.240185,Moderate
1989,California,Humboldt,23,6,Parts per million,51,CO,0.860075,Moderate
1989,California,Humboldt,23,6,Micrograms/cubic meter (25 C),51,PM10,13.841115,Moderate
1989,California,Imperial,25,6,Parts per million,61,Ozone,0.02547499999999999,Moderate
1989,California,Imperial,25,6,Micrograms/cubic meter (25 C),51,PM10,42.58091,Moderate
1989,California,Inyo,27,6,Micrograms/cubic meter (25 C),51,PM10,18.16382294117647,Moderate
1989,California,Kern,29,6,Parts per million,51,CO,0.79205,Moderate
1989,California,Kern,29,6,Parts per billion,51,NO2,42.81294705882353,Moderate
1989,California,Kern,29,6,Parts per million,67,Ozone,0.03873809523809524,Moderate
1989,California,Kern,29,6,Micrograms/cubic meter (25 C),51,PM10,40.15997333333333,Moderate
1989,California,Kern,29,6,Parts per billion,51,SO2,5.0847875,Moderate
1989,California,Kings,31,6,Parts per million,65,Ozone,0.03295,Moderate
1989,California,Kings,31,6,Micrograms/cubic meter (25 C),51,PM10,36.2874975,Moderate
1989,California,Lake,33,6,Parts per million,59,Ozone,0.01985,Moderate
1989,California,Lake,33,6,Micrograms/cubic meter (25 C),51,PM10,7.729019999999999,Moderate
1989,California,Los Angeles,37,6,Parts per million,51,CO,1.7310310344827586,Moderate
1989,California,Los Angeles,37,6,Parts per billion,74,NO2,74.7828,Moderate
1989,California,Los Angeles,37,6,Parts per million,62,Ozone,0.02710422535211267,Moderate
1989,California,Los Angeles,37,6,Micrograms/cubic meter (25 C),51,PM10,33.770764736842104,Moderate
1989,California,Los Angeles,37,6,Parts per billion,51,SO2,2.771892307692308,Moderate
1989,California,Madera,39,6,Parts per million,63,Ozone,0.02855,Moderate
1989,California,Madera,39,6,Micrograms/cubic meter (25 C),51,PM10,31.579553333333333,Moderate
1989,California,Marin,41,6,Parts per million,51,CO,1.220475,Moderate
1989,California,Marin,41,6,Parts per billion,51,NO2,34.9636,Moderate
1989,California,Marin,41,6,Parts per million,60,Ozone,0.0218875,Moderate
1989,California,Marin,41,6,Micrograms/cubic meter (25 C),51,PM10,18.546885,Moderate
1989,California,Marin,41,6,Parts per billion,51,SO2,0.076875,Moderate
1989,California,Mariposa,43,6,Parts per million,62,Ozone,0.027425,Moderate
1989,California,Mariposa,43,6,Micrograms/cubic meter (25 C),51,PM10,21.78591,Moderate
1989,California,Mendocino,45,6,Micrograms/cubic meter (25 C),51,PM10,17.507955,Moderate
1989,California,Merced,47,6,Micrograms/cubic meter (25 C),51,PM10,27.713257499999997,Moderate
1989,California,Mono,51,6,Parts per million,51,CO,0.7859,Moderate
1989,California,Mono,51,6,Parts per million,66,Ozone,0.03646666666666667,Moderate
1989,California,Mono,51,6,Micrograms/cubic meter (25 C),51,PM10,12.558546666666668,Moderate
1989,California,Monterey,53,6,Parts per million,51,CO,0.59285,Moderate
1989,California,Monterey,53,6,Parts per billion,51,NO2,26.987625,Moderate
1989,California,Monterey,53,6,Parts per million,62,Ozone,0.02745,Moderate
1989,California,Monterey,53,6,Micrograms/cubic meter (25 C),51,PM10,14.794289999999998,Moderate
1989,California,Monterey,53,6,Parts per billion,51,SO2,0.0189,Moderate
1989,California,Napa,55,6,Parts per million,51,CO,1.154475,Moderate
1989,California,Napa,55,6,Parts per billion,51,NO2,31.34825,Moderate
1989,California,Napa,55,6,Parts per million,58,Ozone,0.016925,Moderate
1989,California,Napa,55,6,Micrograms/cubic meter (25 C),51,PM10,19.021875,Moderate
1989,California,Orange,59,6,Parts per million,51,CO,1.6634538461538462,Moderate
1989,California,Orange,59,6,Parts per billion,71,NO2,72.28745555555555,Moderate
1989,California,Orange,59,6,Parts per million,61,Ozone,0.02505294117647059,Moderate
1989,California,Orange,59,6,Micrograms/cubic meter (25 C),51,PM10,26.581725,Moderate
