year,state,county,county_code,state_code,units_of_measure,AQI,pollutant,arithmetic_mean,Air Quality Index
2014,Colorado,El Paso,41,8,Parts per million,74,CO,0.408492,Moderate
2014,Colorado,El Paso,41,8,Parts per million,74,Ozone,0.0557015,Moderate
2014,Colorado,El Paso,41,8,Micrograms/cubic meter (25 C),74,PM10,11.7049182,Moderate
2014,Colorado,El Paso,41,8,Micrograms/cubic meter (LC),74,PM2.5,5.8,Moderate
2014,Colorado,El Paso,41,8,Parts per billion,74,SO2,3.0625,Moderate
2014,Colorado,Fremont,43,8,Micrograms/cubic meter (25 C),51,PM10,10.8711864,Moderate
2014,Colorado,Garfield,45,8,Parts per billion,75,NO2,10.695796,Moderate
2014,Colorado,Garfield,45,8,Parts per million,75,Ozone,0.052323,Moderate
2014,Colorado,Garfield,45,8,Micrograms/cubic meter (25 C),75,PM10,8.199631049999999,Moderate
2014,Colorado,Garfield,45,8,Micrograms/cubic meter (LC),75,PM2.5,3.834358,Moderate
2014,Colorado,Gunnison,51,8,Parts per million,72,Ozone,0.0509585,Moderate
2014,Colorado,Gunnison,51,8,Micrograms/cubic meter (25 C),72,PM10,11.619717799999998,Moderate
2014,Colorado,Jackson,57,8,Parts per million,71,CO,0.109492,Moderate
2014,Colorado,Jackson,57,8,Parts per billion,71,NO2,2.632,Moderate
2014,Colorado,Jackson,57,8,Parts per million,71,Ozone,0.049834,Moderate
2014,Colorado,Jackson,57,8,Parts per billion,71,SO2,0.137059,Moderate
2014,Colorado,Jefferson,59,8,Parts per million,76,Ozone,0.06011125,Moderate
2014,Colorado,La Plata,67,8,Parts per million,74,CO,0.271408,Moderate
2014,Colorado,La Plata,67,8,Parts per billion,74,NO2,8.010463666666666,Moderate
2014,Colorado,La Plata,67,8,Parts per million,74,Ozone,0.055385,Moderate
2014,Colorado,La Plata,67,8,Micrograms/cubic meter (25 C),74,PM10,9.2388348,Moderate
2014,Colorado,La Plata,67,8,Micrograms/cubic meter (LC),74,PM2.5,3.579448333333333,Moderate
2014,Colorado,Larimer,69,8,Parts per million,76,CO,0.337132,Moderate
2014,Colorado,Larimer,69,8,Parts per million,76,Ozone,0.0584734,Moderate
2014,Colorado,Larimer,69,8,Micrograms/cubic meter (25 C),76,PM10,10.9132209,Moderate
2014,Colorado,Larimer,69,8,Micrograms/cubic meter (LC),76,PM2.5,6.449587,Moderate
2014,Colorado,Mesa,77,8,Parts per million,73,CO,0.273974,Moderate
2014,Colorado,Mesa,77,8,Parts per million,73,Ozone,0.0539565,Moderate
2014,Colorado,Mesa,77,8,Micrograms/cubic meter (25 C),73,PM10,11.237288199999998,Moderate
2014,Colorado,Mesa,77,8,Micrograms/cubic meter (LC),73,PM2.5,6.858109499999999,Moderate
2014,Colorado,Moffat,81,8,Parts per million,72,Ozone,0.051882,Moderate
2014,Colorado,Montezuma,83,8,Parts per million,74,Ozone,0.05357349999999999,Moderate
2014,Colorado,Montezuma,83,8,Micrograms/cubic meter (LC),74,PM2.5,5.192982,Moderate
2014,Colorado,Park,93,8,Parts per million,74,Ozone,0.05715,Moderate
2014,Colorado,Pitkin,97,8,Micrograms/cubic meter (25 C),51,PM10,9.4363638,Moderate
2014,Colorado,Prowers,99,8,Micrograms/cubic meter (25 C),51,PM10,16.1095664,Moderate
2014,Colorado,Pueblo,101,8,Micrograms/cubic meter (25 C),51,PM10,13.0912744,Moderate
2014,Colorado,Pueblo,101,8,Micrograms/cubic meter (LC),51,PM2.5,5.705357,Moderate
2014,Colorado,Rio Blanco,103,8,Parts per billion,72,NO2,2.8145575,Moderate
2014,Colorado,Rio Blanco,103,8,Parts per million,72,Ozone,0.053006,Moderate
2014,Colorado,Rio Blanco,103,8,Micrograms/cubic meter (LC),72,PM2.5,7.541231,Moderate
2014,Colorado,Routt,107,8,Micrograms/cubic meter (25 C),51,PM10,11.7554916,Moderate
2014,Colorado,San Miguel,113,8,Parts per million,73,Ozone,0.055271,Moderate
2014,Colorado,San Miguel,113,8,Micrograms/cubic meter (25 C),73,PM10,10.3474578,Moderate
2014,Colorado,Weld,123,8,Parts per million,75,CO,0.378311,Moderate
2014,Colorado,Weld,123,8,Parts per million,75,Ozone,0.05575233333333333,Moderate
2014,Colorado,Weld,123,8,Micrograms/cubic meter (25 C),75,PM10,12.8803278,Moderate
2014,Colorado,Weld,123,8,Micrograms/cubic meter (LC),75,PM2.5,7.8169065,Moderate
2015,Colorado,Adams,1,8,Parts per million,74,CO,0.43075,Moderate
2015,Colorado,Adams,1,8,Parts per billion,74,NO2,36.465714,Moderate
2015,Colorado,Adams,1,8,Parts per million,74,Ozone,0.05743266666666667,Moderate
2015,Colorado,Adams,1,8,Micrograms/cubic meter (25 C),74,PM10,14.542477599999998,Moderate
2015,Colorado,Adams,1,8,Micrograms/cubic meter (LC),74,PM2.5,7.4747345,Moderate
2015,Colorado,Adams,1,8,Parts per billion,74,SO2,1.070506,Moderate
2015,Colorado,Alamosa,3,8,Micrograms/cubic meter (25 C),51,PM10,11.475382499999998,Moderate
2015,Colorado,Arapahoe,5,8,Parts per million,75,Ozone,0.05801175,Moderate
2015,Colorado,Arapahoe,5,8,Micrograms/cubic meter (LC),75,PM2.5,6.104202,Moderate
2015,Colorado,Archuleta,7,8,Micrograms/cubic meter (25 C),51,PM10,12.065517,Moderate
2015,Colorado,Boulder,13,8,Parts per million,75,Ozone,0.059208,Moderate
2015,Colorado,Boulder,13,8,Micrograms/cubic meter (25 C),75,PM10,12.1474178,Moderate
2015,Colorado,Boulder,13,8,Micrograms/cubic meter (LC),75,PM2.5,6.044963,Moderate
2015,Colorado,Chaffee,15,8,Parts per million,73,Ozone,0.053903,Moderate
2015,Colorado,Clear Creek,19,8,Parts per million,76,Ozone,0.060212,Moderate
2015,Colorado,Delta,29,8,Micrograms/cubic meter (25 C),51,PM10,11.1105264,Moderate
2015,Colorado,Denver,31,8,Parts per million,74,CO,0.41939933333333335,Moderate
2015,Colorado,Denver,31,8,Parts per billion,74,NO2,44.9421676,Moderate
2015,Colorado,Denver,31,8,Parts per million,74,Ozone,0.0562735,Moderate
2015,Colorado,Denver,31,8,Micrograms/cubic meter (25 C),74,PM10,14.3592497,Moderate
2015,Colorado,Denver,31,8,Micrograms/cubic meter (LC),74,PM2.5,8.55962025,Moderate
2015,Colorado,Denver,31,8,Parts per billion,74,SO2,1.020743,Moderate
2015,Colorado,Douglas,35,8,Parts per million,76,Ozone,0.06117466666666667,Moderate
2015,Colorado,Douglas,35,8,Micrograms/cubic meter (LC),76,PM2.5,5.346364,Moderate
2015,Colorado,El Paso,41,8,Parts per million,74,CO,0.437284,Moderate
2015,Colorado,El Paso,41,8,Parts per million,74,Ozone,0.05605475,Moderate
2015,Colorado,El Paso,41,8,Micrograms/cubic meter (25 C),74,PM10,10.4338986,Moderate
2015,Colorado,El Paso,41,8,Micrograms/cubic meter (LC),74,PM2.5,5.282051,Moderate
2015,Colorado,El Paso,41,8,Parts per billion,74,SO2,2.951397,Moderate
2015,Colorado,Fremont,43,8,Micrograms/cubic meter (25 C),51,PM10,8.305263,Moderate
2015,Colorado,Garfield,45,8,Parts per billion,74,NO2,15.102571,Moderate
2015,Colorado,Garfield,45,8,Parts per million,74,Ozone,0.05341522222222222,Moderate
2015,Colorado,Garfield,45,8,Micrograms/cubic meter (25 C),74,PM10,7.62802344,Moderate
2015,Colorado,Garfield,45,8,Micrograms/cubic meter (LC),74,PM2.5,4.582055499999999,Moderate
2015,Colorado,Grand,49,8,Parts per million,71,Ozone,0.048738,Moderate
2015,Colorado,Gunnison,51,8,Parts per million,73,Ozone,0.05365925,Moderate
2015,Colorado,Gunnison,51,8,Micrograms/cubic meter (25 C),73,PM10,10.8601978,Moderate
2015,Colorado,Jackson,57,8,Parts per billion,71,NO2,2.717664,Moderate
2015,Colorado,Jackson,57,8,Parts per million,71,Ozone,0.049725,Moderate
2015,Colorado,Jefferson,59,8,Parts per million,76,Ozone,0.05913908333333333,Moderate
2015,Colorado,La Plata,67,8,Parts per million,74,CO,0.300126,Moderate
2015,Colorado,La Plata,67,8,Parts per billion,74,NO2,7.424219,Moderate
2015,Colorado,La Plata,67,8,Parts per million,74,Ozone,0.055865,Moderate
2015,Colorado,La Plata,67,8,Micrograms/cubic meter (25 C),74,PM10,9.6989688,Moderate
2015,Colorado,La Plata,67,8,Micrograms/cubic meter (LC),74,PM2.5,3.15,Moderate
2015,Colorado,Larimer,69,8,Parts per million,75,CO,0.373344,Moderate
2015,Colorado,Larimer,69,8,Parts per million,75,Ozone,0.05701390909090909,Moderate
2015,Colorado,Larimer,69,8,Micrograms/cubic meter (25 C),75,PM10,9.6472176,Moderate
2015,Colorado,Larimer,69,8,Micrograms/cubic meter (LC),75,PM2.5,7.5103375,Moderate
2015,Colorado,Mesa,77,8,Parts per million,74,CO,0.270487,Moderate
2015,Colorado,Mesa,77,8,Parts per million,74,Ozone,0.0545592,Moderate
2015,Colorado,Mesa,77,8,Micrograms/cubic meter (25 C),74,PM10,9.105138,Moderate
2015,Colorado,Mesa,77,8,Micrograms/cubic meter (LC),74,PM2.5,6.2393304999999994,Moderate
2015,Colorado,Moffat,81,8,Parts per million,70,Ozone,0.048217,Moderate
2015,Colorado,Montezuma,83,8,Parts per million,73,Ozone,0.0531625,Moderate
2015,Colorado,Montezuma,83,8,Micrograms/cubic meter (LC),73,PM2.5,4.673077,Moderate
2015,Colorado,Park,93,8,Parts per billion,73,NO2,1.670428,Moderate
2015,Colorado,Park,93,8,Parts per million,73,Ozone,0.054717,Moderate
2015,Colorado,Park,93,8,Micrograms/cubic meter (25 C),73,PM10,3.5579765999999995,Moderate
2015,Colorado,Park,93,8,Micrograms/cubic meter (LC),73,PM2.5,3.245136,Moderate
2015,Colorado,Pitkin,97,8,Micrograms/cubic meter (25 C),51,PM10,9.6560748,Moderate
2015,Colorado,Prowers,99,8,Micrograms/cubic meter (25 C),51,PM10,12.004839,Moderate
2015,Colorado,Pueblo,101,8,Micrograms/cubic meter (25 C),51,PM10,10.2743364,Moderate
2015,Colorado,Pueblo,101,8,Micrograms/cubic meter (LC),51,PM2.5,5.148333,Moderate
2015,Colorado,Rio Blanco,103,8,Parts per billion,72,NO2,2.540586,Moderate
2015,Colorado,Rio Blanco,103,8,Parts per million,72,Ozone,0.05302,Moderate
2015,Colorado,Rio Blanco,103,8,Micrograms/cubic meter (LC),72,PM2.5,8.107246,Moderate
2015,Colorado,Routt,107,8,Micrograms/cubic meter (25 C),51,PM10,10.674725399999998,Moderate
2015,Colorado,San Miguel,113,8,Parts per million,72,Ozone,0.05269,Moderate
2015,Colorado,San Miguel,113,8,Micrograms/cubic meter (25 C),72,PM10,11.4554622,Moderate
2015,Colorado,Weld,123,8,Parts per million,75,CO,0.3608825,Moderate
2015,Colorado,Weld,123,8,Parts per million,75,Ozone,0.0583472,Moderate
2015,Colorado,Weld,123,8,Micrograms/cubic meter (25 C),75,PM10,13.205882399999998,Moderate
2015,Colorado,Weld,123,8,Micrograms/cubic meter (LC),75,PM2.5,7.521301,Moderate
2016,Colorado,Adams,1,8,Parts per million,73,CO,0.395718,Moderate
2016,Colorado,Adams,1,8,Parts per billion,73,NO2,35.389565,Moderate
2016,Colorado,Adams,1,8,Parts per million,73,Ozone,0.053769,Moderate
2016,Colorado,Adams,1,8,Micrograms/cubic meter (25 C),73,PM10,19.1412634,Moderate
2016,Colorado,Adams,1,8,Micrograms/cubic meter (LC),73,PM2.5,9.4976135,Moderate
2016,Colorado,Adams,1,8,Parts per billion,73,SO2,0.89528,Moderate
2016,Colorado,Alamosa,3,8,Micrograms/cubic meter (25 C),51,PM10,12.33686,Moderate
2016,Colorado,Arapahoe,5,8,Parts per million,74,Ozone,0.0566615,Moderate
2016,Colorado,Arapahoe,5,8,Micrograms/cubic meter (LC),74,PM2.5,5.485124,Moderate
2016,Colorado,Archuleta,7,8,Micrograms/cubic meter (25 C),51,PM10,12.0155622,Moderate
2016,Colorado,Boulder,13,8,Parts per million,73,Ozone,0.054367,Moderate
2016,Colorado,Boulder,13,8,Micrograms/cubic meter (25 C),73,PM10,12.5248392,Moderate
2016,Colorado,Boulder,13,8,Micrograms/cubic meter (LC),73,PM2.5,6.0352595000000004,Moderate
2016,Colorado,Chaffee,15,8,Parts per million,73,Ozone,0.055412,Moderate
2016,Colorado,Clear Creek,19,8,Parts per million,76,Ozone,0.058997,Moderate
2016,Colorado,Delta,29,8,Micrograms/cubic meter (25 C),51,PM10,12.352941,Moderate
2016,Colorado,Denver,31,8,Parts per million,74,CO,0.41451466666666664,Moderate
2016,Colorado,Denver,31,8,Parts per billion,74,NO2,43.3061338,Moderate
2016,Colorado,Denver,31,8,Parts per million,74,Ozone,0.054468,Moderate
2016,Colorado,Denver,31,8,Micrograms/cubic meter (25 C),74,PM10,15.00533424,Moderate
2016,Colorado,Denver,31,8,Micrograms/cubic meter (LC),74,PM2.5,7.3993985,Moderate
2016,Colorado,Denver,31,8,Parts per billion,74,SO2,1.0433,Moderate
2016,Colorado,Douglas,35,8,Parts per million,76,Ozone,0.060781,Moderate
2016,Colorado,Douglas,35,8,Micrograms/cubic meter (LC),76,PM2.5,4.759836,Moderate
2016,Colorado,El Paso,41,8,Parts per million,74,CO,0.37717,Moderate
2016,Colorado,El Paso,41,8,Parts per million,74,Ozone,0.056344,Moderate
2016,Colorado,El Paso,41,8,Micrograms/cubic meter (25 C),74,PM10,11.1762714,Moderate
2016,Colorado,El Paso,41,8,Micrograms/cubic meter (LC),74,PM2.5,5.6159735,Moderate
2016,Colorado,El Paso,41,8,Parts per billion,74,SO2,2.579429,Moderate
2016,Colorado,Fremont,43,8,Micrograms/cubic meter (25 C),51,PM10,9.4615386,Moderate
2016,Colorado,Garfield,45,8,Parts per billion,73,NO2,16.8494775,Moderate
2016,Colorado,Garfield,45,8,Parts per million,73,Ozone,0.051407,Moderate
2016,Colorado,Garfield,45,8,Micrograms/cubic meter (25 C),73,PM10,7.061842319999999,Moderate
2016,Colorado,Garfield,45,8,Micrograms/cubic meter (LC),73,PM2.5,4.1791504999999995,Moderate
2016,Colorado,Grand,49,8,Parts per million,72,Ozone,0.051452,Moderate
2016,Colorado,Gunnison,51,8,Parts per million,72,Ozone,0.051442,Moderate
2016,Colorado,Gunnison,51,8,Micrograms/cubic meter (25 C),72,PM10,11.3543788,Moderate
2016,Colorado,Jefferson,59,8,Parts per million,76,Ozone,0.0590925,Moderate
2016,Colorado,La Plata,67,8,Parts per million,75,CO,0.362581,Moderate
2016,Colorado,La Plata,67,8,Parts per billion,75,NO2,7.903509,Moderate
2016,Colorado,La Plata,67,8,Parts per million,75,Ozone,0.056853,Moderate
2016,Colorado,La Plata,67,8,Micrograms/cubic meter (25 C),75,PM10,11.034,Moderate
2016,Colorado,La Plata,67,8,Micrograms/cubic meter (LC),75,PM2.5,3.796506,Moderate
2016,Colorado,Larimer,69,8,Parts per million,76,CO,0.331086,Moderate
2016,Colorado,Larimer,69,8,Parts per million,76,Ozone,0.0572708,Moderate
2016,Colorado,Larimer,69,8,Micrograms/cubic meter (25 C),76,PM10,13.229752199999998,Moderate
2016,Colorado,Larimer,69,8,Micrograms/cubic meter (LC),76,PM2.5,6.299617,Moderate
2016,Colorado,Mesa,77,8,Parts per million,73,CO,0.264165,Moderate
2016,Colorado,Mesa,77,8,Parts per million,73,Ozone,0.05363,Moderate
2016,Colorado,Mesa,77,8,Micrograms/cubic meter (25 C),73,PM10,9.5000892,Moderate
2016,Colorado,Mesa,77,8,Micrograms/cubic meter (LC),73,PM2.5,6.0836179999999995,Moderate
2016,Colorado,Moffat,81,8,Parts per million,72,Ozone,0.050791,Moderate
2016,Colorado,Montezuma,83,8,Parts per million,74,Ozone,0.0545245,Moderate
2016,Colorado,Montrose,85,8,Parts per million,72,Ozone,0.050591,Moderate
2016,Colorado,Park,93,8,Parts per billion,74,NO2,1.526946,Moderate
2016,Colorado,Park,93,8,Parts per million,74,Ozone,0.054993,Moderate
2016,Colorado,Park,93,8,Micrograms/cubic meter (25 C),74,PM10,3.2063586,Moderate
2016,Colorado,Park,93,8,Micrograms/cubic meter (LC),74,PM2.5,2.549148,Moderate
2016,Colorado,Pitkin,97,8,Micrograms/cubic meter (25 C),51,PM10,9.1944444,Moderate
2016,Colorado,Prowers,99,8,Micrograms/cubic meter (25 C),51,PM10,12.759643399999998,Moderate
2016,Colorado,Pueblo,101,8,Micrograms/cubic meter (25 C),51,PM10,12.660504,Moderate
2016,Colorado,Pueblo,101,8,Micrograms/cubic meter (LC),51,PM2.5,4.845763,Moderate
2016,Colorado,Rio Blanco,103,8,Parts per billion,72,NO2,2.2118785,Moderate
2016,Colorado,Rio Blanco,103,8,Parts per million,72,Ozone,0.05008,Moderate
2016,Colorado,Rio Blanco,103,8,Micrograms/cubic meter (LC),72,PM2.5,7.50117,Moderate
2016,Colorado,Routt,107,8,Micrograms/cubic meter (25 C),51,PM10,10.7642046,Moderate
2016,Colorado,San Miguel,113,8,Parts per million,72,Ozone,0.053295,Moderate
2016,Colorado,San Miguel,113,8,Micrograms/cubic meter (25 C),72,PM10,11.016807,Moderate
2016,Colorado,Weld,123,8,Parts per million,74,CO,0.236548,Moderate
2016,Colorado,Weld,123,8,Parts per million,74,Ozone,0.05355999999999999,Moderate
2016,Colorado,Weld,123,8,Micrograms/cubic meter (25 C),74,PM10,13.2100842,Moderate
2016,Colorado,Weld,123,8,Micrograms/cubic meter (LC),74,PM2.5,8.250379,Moderate
2017,Colorado,Adams,1,8,Parts per million,70,CO,0.288091,Moderate
2017,Colorado,Adams,1,8,Parts per billion,70,NO2,33.148161,Moderate
2017,Colorado,Adams,1,8,Parts per million,70,Ozone,0.048261,Moderate
2017,Colorado,Adams,1,8,Micrograms/cubic meter (25 C),70,PM10,18.7447876,Moderate
2017,Colorado,Adams,1,8,Micrograms/cubic meter (LC),70,PM2.5,9.3654895,Moderate
2017,Colorado,Adams,1,8,Parts per billion,70,SO2,0.966097,Moderate
2017,Colorado,Alamosa,3,8,Micrograms/cubic meter (25 C),51,PM10,12.393162599999998,Moderate
2017,Colorado,Arapahoe,5,8,Parts per million,72,Ozone,0.05284916666666666,Moderate
2017,Colorado,Arapahoe,5,8,Micrograms/cubic meter (LC),72,PM2.5,6.085833,Moderate
2017,Colorado,Archuleta,7,8,Parts per billion,72,NO2,7.826214,Moderate
2017,Colorado,Archuleta,7,8,Parts per million,72,Ozone,0.050729,Moderate
2017,Colorado,Archuleta,7,8,Micrograms/cubic meter (25 C),72,PM10,12.6222222,Moderate
2017,Colorado,Archuleta,7,8,Parts per billion,72,SO2,0.74067,Moderate
2017,Colorado,Boulder,13,8,Parts per million,72,Ozone,0.052778,Moderate
2017,Colorado,Boulder,13,8,Micrograms/cubic meter (25 C),72,PM10,12.8502962,Moderate
2017,Colorado,Boulder,13,8,Micrograms/cubic meter (LC),72,PM2.5,6.2675,Moderate
2017,Colorado,Chaffee,15,8,Parts per million,67,Ozone,0.040102,Moderate
2017,Colorado,Clear Creek,19,8,Parts per million,75,Ozone,0.058088,Moderate
2017,Colorado,Delta,29,8,Micrograms/cubic meter (25 C),51,PM10,13.32,Moderate
2017,Colorado,Denver,31,8,Parts per million,70,CO,0.3895033333333333,Moderate
2017,Colorado,Denver,31,8,Parts per billion,70,NO2,39.53278125,Moderate
2017,Colorado,Denver,31,8,Parts per million,70,Ozone,0.04701833333333333,Moderate
2017,Colorado,Denver,31,8,Micrograms/cubic meter (25 C),70,PM10,15.4936224,Moderate
2017,Colorado,Denver,31,8,Micrograms/cubic meter (LC),70,PM2.5,7.91799275,Moderate
2017,Colorado,Denver,31,8,Parts per billion,70,SO2,0.7818965,Moderate
2017,Colorado,Douglas,35,8,Parts per million,73,Ozone,0.05486233333333333,Moderate
2017,Colorado,Douglas,35,8,Micrograms/cubic meter (LC),73,PM2.5,6.8150285,Moderate
2017,Colorado,El Paso,41,8,Parts per million,72,CO,0.345799,Moderate
2017,Colorado,El Paso,41,8,Parts per million,72,Ozone,0.0520845,Moderate
2017,Colorado,El Paso,41,8,Micrograms/cubic meter (25 C),72,PM10,10.5387096,Moderate
2017,Colorado,El Paso,41,8,Micrograms/cubic meter (LC),72,PM2.5,6.049304,Moderate
2017,Colorado,El Paso,41,8,Parts per billion,72,SO2,1.103361,Moderate
2017,Colorado,Fremont,43,8,Micrograms/cubic meter (25 C),51,PM10,9.230769,Moderate
2017,Colorado,Garfield,45,8,Parts per billion,74,NO2,9.781928,Moderate
2017,Colorado,Garfield,45,8,Parts per million,74,Ozone,0.05233557142857142,Moderate
2017,Colorado,Garfield,45,8,Micrograms/cubic meter (25 C),74,PM10,7.6863969,Moderate
2017,Colorado,Garfield,45,8,Micrograms/cubic meter (LC),74,PM2.5,4.133427,Moderate
2017,Colorado,Grand,49,8,Parts per million,72,Ozone,0.050944,Moderate
2017,Colorado,Gunnison,51,8,Parts per million,72,Ozone,0.0525475,Moderate
2017,Colorado,Gunnison,51,8,Micrograms/cubic meter (25 C),72,PM10,13.2008762,Moderate
2017,Colorado,Jefferson,59,8,Parts per million,73,Ozone,0.05386983333333333,Moderate
2017,Colorado,La Plata,67,8,Parts per million,72,CO,0.353503,Moderate
2017,Colorado,La Plata,67,8,Parts per billion,72,NO2,8.477331333333334,Moderate
2017,Colorado,La Plata,67,8,Parts per million,72,Ozone,0.05139166666666666,Moderate
2017,Colorado,La Plata,67,8,Micrograms/cubic meter (25 C),72,PM10,9.5134614,Moderate
2017,Colorado,La Plata,67,8,Micrograms/cubic meter (LC),72,PM2.5,4.7252585,Moderate
2017,Colorado,Larimer,69,8,Parts per million,79,CO,0.291582,Moderate
2017,Colorado,Larimer,69,8,Parts per million,79,Ozone,0.0552246,Moderate
2017,Colorado,Larimer,69,8,Micrograms/cubic meter (25 C),79,PM10,12.4909092,Moderate
2017,Colorado,Larimer,69,8,Micrograms/cubic meter (LC),79,PM2.5,7.367787,Moderate
2017,Colorado,Mesa,77,8,Parts per million,74,CO,0.266589,Moderate
2017,Colorado,Mesa,77,8,Parts per million,74,Ozone,0.05382033333333333,Moderate
2017,Colorado,Mesa,77,8,Micrograms/cubic meter (25 C),74,PM10,10.0892892,Moderate
2017,Colorado,Mesa,77,8,Micrograms/cubic meter (LC),74,PM2.5,5.657534,Moderate
2017,Colorado,Moffat,81,8,Parts per million,71,Ozone,0.049931,Moderate
2017,Colorado,Montezuma,83,8,Parts per million,72,Ozone,0.0487375,Moderate
2017,Colorado,Montrose,85,8,Parts per million,70,Ozone,0.046538,Moderate
2017,Colorado,Park,93,8,Parts per billion,73,NO2,2.093678,Moderate
2017,Colorado,Park,93,8,Parts per million,73,Ozone,0.0530635,Moderate
2017,Colorado,Park,93,8,Micrograms/cubic meter (25 C),73,PM10,3.4939128,Moderate
2017,Colorado,Park,93,8,Micrograms/cubic meter (LC),73,PM2.5,3.390857,Moderate
2017,Colorado,Pitkin,97,8,Micrograms/cubic meter (25 C),51,PM10,9.831579,Moderate
2017,Colorado,Prowers,99,8,Micrograms/cubic meter (25 C),51,PM10,12.65949,Moderate
2017,Colorado,Pueblo,101,8,Micrograms/cubic meter (25 C),51,PM10,11.1503986,Moderate
2017,Colorado,Pueblo,101,8,Micrograms/cubic meter (LC),51,PM2.5,5.592373,Moderate
2017,Colorado,Rio Blanco,103,8,Parts per billion,71,NO2,2.433813,Moderate
2017,Colorado,Rio Blanco,103,8,Parts per million,71,Ozone,0.0489165,Moderate
2017,Colorado,Rio Blanco,103,8,Micrograms/cubic meter (LC),71,PM2.5,7.680117,Moderate
2017,Colorado,Routt,107,8,Micrograms/cubic meter (25 C),51,PM10,11.577193199999998,Moderate
2017,Colorado,San Miguel,113,8,Parts per million,72,Ozone,0.05322,Moderate
2017,Colorado,San Miguel,113,8,Micrograms/cubic meter (25 C),72,PM10,10.2100002,Moderate
2017,Colorado,Weld,123,8,Parts per million,72,CO,0.208442,Moderate
2017,Colorado,Weld,123,8,Parts per million,72,Ozone,0.04892733333333334,Moderate
2017,Colorado,Weld,123,8,Micrograms/cubic meter (25 C),72,PM10,13.1060868,Moderate
2017,Colorado,Weld,123,8,Micrograms/cubic meter (LC),72,PM2.5,8.015725,Moderate
2018,Colorado,Adams,1,8,Parts per million,70,CO,0.291386,Moderate
2018,Colorado,Adams,1,8,Parts per billion,70,NO2,33.872805,Moderate
2018,Colorado,Adams,1,8,Parts per million,70,Ozone,0.047945,Moderate
2018,Colorado,Adams,1,8,Micrograms/cubic meter (25 C),70,PM10,19.6804148,Moderate
2018,Colorado,Adams,1,8,Micrograms/cubic meter (LC),70,PM2.5,10.183828,Moderate
2018,Colorado,Adams,1,8,Parts per billion,70,SO2,0.892286,Moderate
2018,Colorado,Alamosa,3,8,Micrograms/cubic meter (25 C),51,PM10,13.550234,Moderate
2018,Colorado,Arapahoe,5,8,Parts per million,72,Ozone,0.0531625,Moderate
2018,Colorado,Arapahoe,5,8,Micrograms/cubic meter (LC),72,PM2.5,6.298361,Moderate
2018,Colorado,Archuleta,7,8,Parts per billion,70,NO2,5.938024,Moderate
2018,Colorado,Archuleta,7,8,Parts per million,70,Ozone,0.046988,Moderate
2018,Colorado,Archuleta,7,8,Micrograms/cubic meter (25 C),70,PM10,10.935537,Moderate
2018,Colorado,Archuleta,7,8,Parts per billion,70,SO2,1.072152,Moderate
2018,Colorado,Boulder,13,8,Parts per million,73,Ozone,0.054707,Moderate
2018,Colorado,Boulder,13,8,Micrograms/cubic meter (25 C),73,PM10,12.2087432,Moderate
2018,Colorado,Boulder,13,8,Micrograms/cubic meter (LC),73,PM2.5,7.44761,Moderate
2018,Colorado,Chaffee,15,8,Parts per million,75,Ozone,0.05959,Moderate
2018,Colorado,Clear Creek,19,8,Parts per million,79,Ozone,0.06271,Moderate
2018,Colorado,Delta,29,8,Parts per billion,68,NO2,5.23629,Moderate
2018,Colorado,Delta,29,8,Parts per million,68,Ozone,0.042888,Moderate
2018,Colorado,Delta,29,8,Micrograms/cubic meter (25 C),68,PM10,9.7578,Moderate
2018,Colorado,Delta,29,8,Micrograms/cubic meter (LC),68,PM2.5,6.17868,Moderate
2018,Colorado,Denver,31,8,Parts per million,71,CO,0.39133066666666666,Moderate
2018,Colorado,Denver,31,8,Parts per billion,71,NO2,39.0261825,Moderate
2018,Colorado,Denver,31,8,Parts per million,71,Ozone,0.0478695,Moderate
2018,Colorado,Denver,31,8,Micrograms/cubic meter (25 C),71,PM10,15.6600405,Moderate
2018,Colorado,Denver,31,8,Micrograms/cubic meter (LC),71,PM2.5,7.985918333333333,Moderate
2018,Colorado,Denver,31,8,Parts per billion,71,SO2,0.644546,Moderate
2018,Colorado,Douglas,35,8,Parts per million,73,Ozone,0.05538,Moderate
2018,Colorado,Douglas,35,8,Micrograms/cubic meter (LC),73,PM2.5,6.624912500000001,Moderate
2018,Colorado,El Paso,41,8,Parts per million,73,CO,0.361622,Moderate
2018,Colorado,El Paso,41,8,Parts per million,73,Ozone,0.0532325,Moderate
2018,Colorado,El Paso,41,8,Micrograms/cubic meter (25 C),73,PM10,11.4406782,Moderate
2018,Colorado,El Paso,41,8,Micrograms/cubic meter (LC),73,PM2.5,6.207397,Moderate
2018,Colorado,El Paso,41,8,Parts per billion,73,SO2,0.870556,Moderate
2018,Colorado,Fremont,43,8,Micrograms/cubic meter (25 C),51,PM10,9.18,Moderate
2018,Colorado,Garfield,45,8,Parts per billion,75,NO2,11.410241,Moderate
2018,Colorado,Garfield,45,8,Parts per million,75,Ozone,0.054517,Moderate
2018,Colorado,Garfield,45,8,Micrograms/cubic meter (25 C),75,PM10,8.8564756,Moderate
2018,Colorado,Garfield,45,8,Micrograms/cubic meter (LC),75,PM2.5,4.762784,Moderate
2018,Colorado,Grand,49,8,Parts per million,73,Ozone,0.055323,Moderate
