year,state,county,county_code,state_code,AQI,pollutant,arithmetic_mean
2004,Arizona,Navajo,017,04,72,PM10,8.7700002
2004,Arizona,Pima,019,04,73,CO,0.5770885
2004,Arizona,Pima,019,04,73,NO2,33.6297815
2004,Arizona,Pima,019,04,73,Ozone,0.04824066666666667
2004,Arizona,Pima,019,04,73,PM10,12.97648302
2004,Arizona,Pima,019,04,73,PM2.5,5.669198
2004,Arizona,Pima,019,04,73,SO2,1.165574
2004,Arizona,Pinal,021,04,76,NO2,4.672897
2004,Arizona,Pinal,021,04,76,Ozone,0.052548285714285714
2004,Arizona,Pinal,021,04,76,PM10,15.88651944
2004,Arizona,Pinal,021,04,76,PM2.5,6.2902085
2004,Arizona,Pinal,021,04,76,SO2,1.661749
2004,Arizona,Santa Cruz,023,04,51,PM10,25.309999799999996
2004,Arizona,Santa Cruz,023,04,51,PM2.5,10.536543
2004,Arizona,Yavapai,025,04,75,Ozone,0.059181
2004,Arizona,Yavapai,025,04,75,PM10,7.6000002
2004,Arizona,Yuma,027,04,72,Ozone,0.053449
2004,Arizona,Yuma,027,04,72,PM10,22.574192
2005,Arizona,Apache,001,04,51,PM10,15.801869400000001
2005,Arizona,Cochise,003,04,72,Ozone,0.053032
2005,Arizona,Cochise,003,04,72,PM10,18.0976132
2005,Arizona,Cochise,003,04,72,PM2.5,7.381667
2005,Arizona,Coconino,005,04,73,Ozone,0.0541
2005,Arizona,Coconino,005,04,73,PM10,9.1444443
2005,Arizona,Coconino,005,04,73,PM2.5,6.045455
2005,Arizona,Gila,007,04,78,NO2,3.007767
2005,Arizona,Gila,007,04,78,Ozone,0.065793
2005,Arizona,Gila,007,04,78,PM10,15.450683999999999
2005,Arizona,Gila,007,04,78,PM2.5,8.485455
2005,Arizona,Gila,007,04,78,SO2,6.566338
2005,Arizona,Graham,009,04,51,PM10,12.8603772
2005,Arizona,La Paz,012,04,75,NO2,3.40625
2005,Arizona,La Paz,012,04,75,Ozone,0.058592
2005,Arizona,Maricopa,013,04,78,CO,0.6539927857142858
2005,Arizona,Maricopa,013,04,78,NO2,42.175222142857145
2005,Arizona,Maricopa,013,04,78,Ozone,0.05752527272727273
2005,Arizona,Maricopa,013,04,78,PM10,26.428232424999997
2005,Arizona,Maricopa,013,04,78,PM2.5,10.506957
2005,Arizona,Maricopa,013,04,78,SO2,2.0856873333333334
2005,Arizona,Mohave,015,04,51,PM10,14.4785238
2005,Arizona,Mohave,015,04,51,PM2.5,5.531915
2005,Arizona,Navajo,017,04,73,Ozone,0.053809
2005,Arizona,Navajo,017,04,73,PM10,8.0444442
2005,Arizona,Pima,019,04,73,CO,0.5441371666666667
2005,Arizona,Pima,019,04,73,NO2,31.279452
2005,Arizona,Pima,019,04,73,Ozone,0.04971188888888889
2005,Arizona,Pima,019,04,73,PM10,15.69964182
2005,Arizona,Pima,019,04,73,PM2.5,6.1207615
2005,Arizona,Pima,019,04,73,SO2,0.717808
2005,Arizona,Pinal,021,04,77,NO2,4.596226
2005,Arizona,Pinal,021,04,77,Ozone,0.054724714285714286
2005,Arizona,Pinal,021,04,77,PM10,21.7553786
2005,Arizona,Pinal,021,04,77,PM2.5,6.4334185
2005,Arizona,Pinal,021,04,77,SO2,1.975068
2005,Arizona,Santa Cruz,023,04,54,PM10,38.9050731
2005,Arizona,Santa Cruz,023,04,54,PM2.5,13.224166499999999
2005,Arizona,Yavapai,025,04,78,Ozone,0.065603
2005,Arizona,Yavapai,025,04,78,PM10,9.15
2005,Arizona,Yuma,027,04,74,NO2,25.098182
2005,Arizona,Yuma,027,04,74,Ozone,0.056159
2005,Arizona,Yuma,027,04,74,PM10,25.11776088
2006,Arizona,Apache,001,04,51,PM10,16.0098462
2006,Arizona,Cochise,003,04,72,Ozone,0.052794
2006,Arizona,Cochise,003,04,72,PM10,17.118107
2006,Arizona,Cochise,003,04,72,PM2.5,6.742373
2006,Arizona,Coconino,005,04,74,Ozone,0.055646
2006,Arizona,Coconino,005,04,74,PM10,9.034846299999998
2006,Arizona,Coconino,005,04,74,PM2.5,6.701345666666667
2006,Arizona,Gila,007,04,76,NO2,3.238164
2006,Arizona,Gila,007,04,76,Ozone,0.063266
2006,Arizona,Gila,007,04,76,PM10,14.949312771428572
2006,Arizona,Gila,007,04,76,PM2.5,9.105085
2006,Arizona,Gila,007,04,76,SO2,6.54518
2006,Arizona,Graham,009,04,51,PM10,13.4631576
2006,Arizona,La Paz,012,04,75,NO2,3.67757
2006,Arizona,La Paz,012,04,75,Ozone,0.058734
2006,Arizona,Maricopa,013,04,78,CO,0.5914927142857143
2006,Arizona,Maricopa,013,04,78,NO2,41.81834857142857
2006,Arizona,Maricopa,013,04,78,Ozone,0.05714266666666667
2006,Arizona,Maricopa,013,04,78,PM10,29.55277548
2006,Arizona,Maricopa,013,04,78,PM2.5,10.838742
2006,Arizona,Maricopa,013,04,78,SO2,1.9137443333333333
2006,Arizona,Mohave,015,04,51,PM10,11.9576853
2006,Arizona,Mohave,015,04,51,PM2.5,6.610526
2006,Arizona,Navajo,017,04,73,Ozone,0.053508
2006,Arizona,Navajo,017,04,73,PM10,9.058390999999999
2006,Arizona,Pima,019,04,73,CO,0.47507366666666667
2006,Arizona,Pima,019,04,73,NO2,31.1320305
2006,Arizona,Pima,019,04,73,Ozone,0.05142133333333333
2006,Arizona,Pima,019,04,73,PM10,17.34723342
2006,Arizona,Pima,019,04,73,PM2.5,5.802227
2006,Arizona,Pima,019,04,73,SO2,0.61978
2006,Arizona,Pinal,021,04,93,NO2,4.287736
2006,Arizona,Pinal,021,04,93,Ozone,0.05521542857142857
2006,Arizona,Pinal,021,04,93,PM10,50.83485862222222
2006,Arizona,Pinal,021,04,93,PM2.5,14.4158005
2006,Arizona,Pinal,021,04,93,SO2,1.977686
2006,Arizona,Santa Cruz,023,04,59,PM10,43.1664351
2006,Arizona,Santa Cruz,023,04,59,PM2.5,15.732403999999999
2006,Arizona,Yavapai,025,04,51,PM10,10.2266664
2006,Arizona,Yuma,027,04,73,CO,0.453354
2006,Arizona,Yuma,027,04,73,NO2,25.742938
2006,Arizona,Yuma,027,04,73,Ozone,0.053752
2006,Arizona,Yuma,027,04,73,PM10,25.09278336
2006,Arizona,Yuma,027,04,73,SO2,1.666667
2007,Arizona,Apache,001,04,51,PM10,17.7123288
2007,Arizona,Cochise,003,04,72,Ozone,0.051727
2007,Arizona,Cochise,003,04,72,PM10,16.6471186
2007,Arizona,Cochise,003,04,72,PM2.5,6.36
2007,Arizona,Coconino,005,04,73,Ozone,0.055146
2007,Arizona,Coconino,005,04,73,PM10,10.150261799999999
2007,Arizona,Coconino,005,04,73,PM2.5,7.737790333333334
2007,Arizona,Gila,007,04,77,Ozone,0.065148
2007,Arizona,Gila,007,04,77,PM10,17.48148258
2007,Arizona,Gila,007,04,77,PM2.5,9.339256
2007,Arizona,Gila,007,04,77,SO2,7.334571
2007,Arizona,Graham,009,04,51,PM10,13.139999999999999
2007,Arizona,La Paz,012,04,74,Ozone,0.057396
2007,Arizona,Maricopa,013,04,79,CO,0.5213033571428571
2007,Arizona,Maricopa,013,04,79,NO2,39.37081833333333
2007,Arizona,Maricopa,013,04,79,Ozone,0.05678216666666667
2007,Arizona,Maricopa,013,04,79,PM10,28.30695759574468
2007,Arizona,Maricopa,013,04,79,PM2.5,9.587279857142857
2007,Arizona,Maricopa,013,04,79,SO2,1.8087436666666667
2007,Arizona,Mohave,015,04,51,PM10,14.40149145
2007,Arizona,Mohave,015,04,51,PM2.5,5.986
2007,Arizona,Navajo,017,04,73,Ozone,0.053904
2007,Arizona,Navajo,017,04,73,PM10,9.355932
2007,Arizona,Pima,019,04,73,CO,0.4148191666666667
2007,Arizona,Pima,019,04,73,NO2,28.676797
2007,Arizona,Pima,019,04,73,Ozone,0.05073322222222222
2007,Arizona,Pima,019,04,73,PM10,17.223625114285714
2007,Arizona,Pima,019,04,73,PM2.5,5.6896065
2007,Arizona,Pima,019,04,73,SO2,0.931507
2007,Arizona,Pinal,021,04,78,Ozone,0.05389614285714286
2007,Arizona,Pinal,021,04,78,PM10,39.747567045
2007,Arizona,Pinal,021,04,78,PM2.5,15.55609475
2007,Arizona,Pinal,021,04,78,SO2,2.243505
2007,Arizona,Santa Cruz,023,04,52,PM10,34.3074295
2007,Arizona,Santa Cruz,023,04,52,PM2.5,12.2185875
2007,Arizona,Yavapai,025,04,51,PM10,12.5320752
2007,Arizona,Yuma,027,04,72,CO,0.5097
2007,Arizona,Yuma,027,04,72,NO2,32.546392
2007,Arizona,Yuma,027,04,72,Ozone,0.05342
2007,Arizona,Yuma,027,04,72,PM10,29.10688494
2007,Arizona,Yuma,027,04,72,SO2,1.706944
2008,Arizona,Apache,001,04,51,PM10,19.4561538
2008,Arizona,Apache,001,04,51,PM2.5,3.005909
2008,Arizona,Cochise,003,04,72,Ozone,0.052862
2008,Arizona,Cochise,003,04,72,PM10,21.305070685714288
2008,Arizona,Cochise,003,04,72,PM2.5,6.911111
2008,Arizona,Coconino,005,04,75,Ozone,0.0559845
2008,Arizona,Coconino,005,04,75,PM10,10.35
2008,Arizona,Coconino,005,04,75,PM2.5,5.928814
2008,Arizona,Gila,007,04,77,Ozone,0.064883
2008,Arizona,Gila,007,04,77,PM10,12.32572884
2008,Arizona,Gila,007,04,77,SO2,7.8084805
2008,Arizona,La Paz,012,04,74,Ozone,0.056792
2008,Arizona,Maricopa,013,04,78,CO,0.424219
2008,Arizona,Maricopa,013,04,78,NO2,38.035188166666664
2008,Arizona,Maricopa,013,04,78,Ozone,0.0578085
2008,Arizona,Maricopa,013,04,78,PM10,22.1421177
2008,Arizona,Maricopa,013,04,78,PM2.5,9.002788714285714
2008,Arizona,Maricopa,013,04,78,SO2,1.5637123333333334
2008,Arizona,Mohave,015,04,51,PM10,16.9691925
2008,Arizona,Mohave,015,04,51,PM2.5,5.528205
2008,Arizona,Navajo,017,04,73,Ozone,0.054644
2008,Arizona,Pima,019,04,73,CO,0.35499400000000003
2008,Arizona,Pima,019,04,73,NO2,27.794790499999998
2008,Arizona,Pima,019,04,73,Ozone,0.050811777777777775
2008,Arizona,Pima,019,04,73,PM10,15.999476271428572
2008,Arizona,Pima,019,04,73,PM2.5,5.5322105
2008,Arizona,Pima,019,04,73,SO2,0.871858
2008,Arizona,Pinal,021,04,77,Ozone,0.05754814285714286
2008,Arizona,Pinal,021,04,77,PM10,32.36462814857143
2008,Arizona,Pinal,021,04,77,PM2.5,14.238275
2008,Arizona,Santa Cruz,023,04,54,PM10,34.404301499999995
2008,Arizona,Santa Cruz,023,04,54,PM2.5,12.863528666666667
2008,Arizona,Yavapai,025,04,76,Ozone,0.062
2008,Arizona,Yavapai,025,04,76,PM10,10.4936172
2008,Arizona,Yavapai,025,04,76,PM2.5,5.827586
2008,Arizona,Yuma,027,04,74,Ozone,0.056128
2008,Arizona,Yuma,027,04,74,PM10,24.4398918
2008,Arizona,Yuma,027,04,74,PM2.5,9.928333
2009,Arizona,Apache,001,04,51,PM10,12.4530462
2009,Arizona,Apache,001,04,51,PM2.5,3.6241075
2009,Arizona,Cochise,003,04,72,Ozone,0.051577
2009,Arizona,Cochise,003,04,72,PM10,16.5569894
2009,Arizona,Cochise,003,04,72,PM2.5,7.594915
2009,Arizona,Coconino,005,04,74,Ozone,0.0536455
2009,Arizona,Coconino,005,04,74,PM10,13.0323585
2009,Arizona,Coconino,005,04,74,PM2.5,7.388333
2009,Arizona,Gila,007,04,76,Ozone,0.061094
2009,Arizona,Gila,007,04,76,PM10,16.375233266666665
2009,Arizona,Gila,007,04,76,SO2,6.4083775
2009,Arizona,La Paz,012,04,74,Ozone,0.055958
2009,Arizona,Maricopa,013,04,75,CO,0.4298917857142857
2009,Arizona,Maricopa,013,04,75,NO2,35.5659445
2009,Arizona,Maricopa,013,04,75,Ozone,0.055065583333333334
2009,Arizona,Maricopa,013,04,75,PM10,20.898411439285713
2009,Arizona,Maricopa,013,04,75,PM2.5,9.21336425
2009,Arizona,Maricopa,013,04,75,SO2,1.3593523333333333
2009,Arizona,Mohave,015,04,51,PM10,14.754156599999998
2009,Arizona,Mohave,015,04,51,PM2.5,5.4
2009,Arizona,Navajo,017,04,72,Ozone,0.050983
2009,Arizona,Navajo,017,04,72,PM10,9.7122906
2009,Arizona,Pima,019,04,72,CO,0.313292
2009,Arizona,Pima,019,04,72,NO2,25.723534
2009,Arizona,Pima,019,04,72,Ozone,0.04985111111111111
2009,Arizona,Pima,019,04,72,PM10,17.104520072727272
2009,Arizona,Pima,019,04,72,PM2.5,5.368065
2009,Arizona,Pima,019,04,72,SO2,0.521918
2009,Arizona,Pinal,021,04,75,Ozone,0.053300714285714285
2009,Arizona,Pinal,021,04,75,PM10,31.700121046153846
2009,Arizona,Pinal,021,04,75,PM2.5,10.8199246
2009,Arizona,Santa Cruz,023,04,55,PM10,32.969855249999995
2009,Arizona,Santa Cruz,023,04,55,PM2.5,12.798582
2009,Arizona,Yavapai,025,04,72,Ozone,0.052009
2009,Arizona,Yavapai,025,04,72,PM10,9.8785716
2009,Arizona,Yavapai,025,04,72,PM2.5,5.169811
2009,Arizona,Yuma,027,04,73,Ozone,0.054247
2009,Arizona,Yuma,027,04,73,PM10,22.41863028
2009,Arizona,Yuma,027,04,73,PM2.5,9.441667
2010,Arizona,Apache,001,04,51,PM10,9.361002599999999
2010,Arizona,Apache,001,04,51,PM2.5,2.913205
2010,Arizona,Cochise,003,04,72,Ozone,0.05187
2010,Arizona,Cochise,003,04,72,PM10,13.982084799999999
2010,Arizona,Cochise,003,04,72,PM2.5,6.776271
2010,Arizona,Coconino,005,04,73,Ozone,0.053543499999999994
2010,Arizona,Coconino,005,04,73,PM10,11.4963828
2010,Arizona,Coconino,005,04,73,PM2.5,5.075
2010,Arizona,Gila,007,04,75,Ozone,0.059649
2010,Arizona,Gila,007,04,75,PM10,11.0474454
2010,Arizona,Gila,007,04,75,SO2,6.6583515
2010,Arizona,La Paz,012,04,74,Ozone,0.056507
2010,Arizona,Maricopa,013,04,76,CO,0.42331814285714287
2010,Arizona,Maricopa,013,04,76,NO2,34.677646
2010,Arizona,Maricopa,013,04,76,Ozone,0.056067958333333334
2010,Arizona,Maricopa,013,04,76,PM10,15.799846486956522
2010,Arizona,Maricopa,013,04,76,PM2.5,7.6964109999999994
2010,Arizona,Maricopa,013,04,76,SO2,1.3344636666666667
2010,Arizona,Mohave,015,04,51,PM10,10.3180326
2010,Arizona,Navajo,017,04,72,Ozone,0.051294
2010,Arizona,Navajo,017,04,72,PM10,8.979069599999999
2010,Arizona,Pima,019,04,73,CO,0.3375952
2010,Arizona,Pima,019,04,73,NO2,24.758578999999997
2010,Arizona,Pima,019,04,73,Ozone,0.051026749999999996
2010,Arizona,Pima,019,04,73,PM10,15.294361585714285
2010,Arizona,Pima,019,04,73,PM2.5,5.0851495
2010,Arizona,Pima,019,04,73,SO2,0.37484449999999997
2010,Arizona,Pinal,021,04,75,Ozone,0.05389028571428572
2010,Arizona,Pinal,021,04,75,PM10,27.960204070588233
2010,Arizona,Pinal,021,04,75,PM2.5,9.3878828
2010,Arizona,Santa Cruz,023,04,51,PM10,30.750250799999996
2010,Arizona,Santa Cruz,023,04,51,PM2.5,10.286370999999999
2010,Arizona,Yavapai,025,04,72,Ozone,0.051952
2010,Arizona,Yavapai,025,04,72,PM10,6.6305081999999995
2010,Arizona,Yavapai,025,04,72,PM2.5,3.866667
2010,Arizona,Yuma,027,04,73,Ozone,0.055238
2010,Arizona,Yuma,027,04,73,PM10,20.1224136
2010,Arizona,Yuma,027,04,73,PM2.5,7.365
2011,Arizona,Apache,001,04,51,PM10,9.7714284
2011,Arizona,Apache,001,04,51,PM2.5,3.2868950000000003
2011,Arizona,Cochise,003,04,73,Ozone,0.055393
2011,Arizona,Cochise,003,04,73,PM10,16.208811
2011,Arizona,Cochise,003,04,73,PM2.5,6.478689
2011,Arizona,Coconino,005,04,74,Ozone,0.055638
2011,Arizona,Coconino,005,04,74,PM10,10.9602963
2011,Arizona,Coconino,005,04,74,PM2.5,5.167213
2011,Arizona,Gila,007,04,76,Ozone,0.062198
2011,Arizona,Gila,007,04,76,PM10,15.720090675
2011,Arizona,Gila,007,04,76,SO2,5.4666464999999995
2011,Arizona,La Paz,012,04,74,Ozone,0.056884
2011,Arizona,Maricopa,013,04,77,CO,0.42113553846153845
2011,Arizona,Maricopa,013,04,77,NO2,35.443316333333335
2011,Arizona,Maricopa,013,04,77,Ozone,0.05765829166666667
2011,Arizona,Maricopa,013,04,77,PM10,20.692762427586207
2011,Arizona,Maricopa,013,04,77,PM2.5,9.711482454545454
2011,Arizona,Maricopa,013,04,77,SO2,1.0738763333333334
2011,Arizona,Mohave,015,04,51,PM10,7.25147535
2011,Arizona,Mohave,015,04,51,PM2.5,2.94
2011,Arizona,Navajo,017,04,73,Ozone,0.053657
2011,Arizona,Navajo,017,04,73,PM10,9.857657399999999
2011,Arizona,Pima,019,04,73,CO,0.2932634
2011,Arizona,Pima,019,04,73,NO2,26.6762655
2011,Arizona,Pima,019,04,73,Ozone,0.051561375
2011,Arizona,Pima,019,04,73,PM10,17.262702342857143
2011,Arizona,Pima,019,04,73,PM2.5,5.622674666666667
2011,Arizona,Pima,019,04,73,SO2,0.284123
2011,Arizona,Pinal,021,04,76,Ozone,0.0555814
2011,Arizona,Pinal,021,04,76,PM10,33.942657628571425
2011,Arizona,Pinal,021,04,76,PM2.5,10.027550714285715
2011,Arizona,Santa Cruz,023,04,51,PM10,27.8904054
2011,Arizona,Santa Cruz,023,04,51,PM2.5,9.805344999999999
2011,Arizona,Yavapai,025,04,74,Ozone,0.055607
2011,Arizona,Yavapai,025,04,74,PM10,6.968420999999999
2011,Arizona,Yavapai,025,04,74,PM2.5,3.868421
2011,Arizona,Yuma,027,04,74,Ozone,0.056995
2011,Arizona,Yuma,027,04,74,PM10,17.616853799999998
2011,Arizona,Yuma,027,04,74,PM2.5,7.622034
2012,Arizona,Apache,001,04,51,PM10,10.8913794
2012,Arizona,Apache,001,04,51,PM2.5,2.821349
2012,Arizona,Cochise,003,04,73,Ozone,0.055338
2012,Arizona,Cochise,003,04,73,PM10,15.313476199999998
2012,Arizona,Cochise,003,04,73,PM2.5,6.719672
2012,Arizona,Coconino,005,04,74,Ozone,0.0551625
2012,Arizona,Coconino,005,04,74,PM10,12.2192796
2012,Arizona,Coconino,005,04,74,PM2.5,5.403333
2012,Arizona,Gila,007,04,76,Ozone,0.063414
2012,Arizona,Gila,007,04,76,PM10,13.7731668
2012,Arizona,Gila,007,04,76,SO2,7.3390815
2012,Arizona,La Paz,012,04,74,Ozone,0.057619
2012,Arizona,Maricopa,013,04,77,CO,0.4338335384615385
2012,Arizona,Maricopa,013,04,77,NO2,37.284956
2012,Arizona,Maricopa,013,04,77,Ozone,0.058167833333333335
2012,Arizona,Maricopa,013,04,77,PM10,22.51328636
2012,Arizona,Maricopa,013,04,77,PM2.5,9.019503
2012,Arizona,Maricopa,013,04,77,SO2,1.371524
2012,Arizona,Mohave,015,04,51,PM10,12.182346599999999
2012,Arizona,Mohave,015,04,51,PM2.5,3.738462
2012,Arizona,Navajo,017,04,73,Ozone,0.053758
2012,Arizona,Navajo,017,04,73,PM10,10.3504422
2012,Arizona,Pima,019,04,73,CO,0.2836236
2012,Arizona,Pima,019,04,73,NO2,27.623874999999998
2012,Arizona,Pima,019,04,73,Ozone,0.05047825
2012,Arizona,Pima,019,04,73,PM10,18.483550349999998
2012,Arizona,Pima,019,04,73,PM2.5,5.638439333333333
2012,Arizona,Pima,019,04,73,SO2,0.196978
2012,Arizona,Pinal,021,04,76,Ozone,0.0558412
2012,Arizona,Pinal,021,04,76,PM10,31.3272701
2012,Arizona,Pinal,021,04,76,PM2.5,12.152217857142858
2012,Arizona,Santa Cruz,023,04,51,PM10,25.3029111
2012,Arizona,Santa Cruz,023,04,51,PM2.5,9.343103500000002
2012,Arizona,Yavapai,025,04,73,Ozone,0.055343
2012,Arizona,Yavapai,025,04,73,PM10,7.5206897999999995
2012,Arizona,Yavapai,025,04,73,PM2.5,4.474576
2012,Arizona,Yuma,027,04,74,Ozone,0.057463
2012,Arizona,Yuma,027,04,74,PM10,25.140273999999998
2012,Arizona,Yuma,027,04,74,PM2.5,8.463158
2013,Arizona,Apache,001,04,51,PM10,8.7525426
2013,Arizona,Cochise,003,04,72,Ozone,0.05269
2013,Arizona,Cochise,003,04,72,PM10,17.27002
2013,Arizona,Cochise,003,04,72,PM2.5,6.964258
2013,Arizona,Coconino,005,04,74,Ozone,0.053662
2013,Arizona,Coconino,005,04,74,PM10,9.5599998
2013,Arizona,Coconino,005,04,74,PM2.5,5.426667
2013,Arizona,Gila,007,04,76,Ozone,0.060555
2013,Arizona,Gila,007,04,76,PM10,15.548418199999999
2013,Arizona,Gila,007,04,76,SO2,4.3655902499999995
2013,Arizona,La Paz,012,04,74,Ozone,0.057066
2013,Arizona,Maricopa,013,04,77,CO,0.39057846153846154
2013,Arizona,Maricopa,013,04,77,NO2,34.8980312
2013,Arizona,Maricopa,013,04,77,Ozone,0.05729304
2013,Arizona,Maricopa,013,04,77,PM10,19.105702013114755
2013,Arizona,Maricopa,013,04,77,PM2.5,8.138891769230769
2013,Arizona,Maricopa,013,04,77,SO2,1.060552
2013,Arizona,Mohave,015,04,51,PM10,9.854762399999998
2013,Arizona,Mohave,015,04,51,PM2.5,3.665789
2013,Arizona,Navajo,017,04,72,Ozone,0.053418
2013,Arizona,Navajo,017,04,72,PM10,8.8886424
2013,Arizona,Pima,019,04,72,CO,0.27183999999999997
2013,Arizona,Pima,019,04,72,NO2,23.378219
2013,Arizona,Pima,019,04,72,Ozone,0.049890875
2013,Arizona,Pima,019,04,72,PM10,16.45955235
2013,Arizona,Pima,019,04,72,PM2.5,5.6899750000000004
2013,Arizona,Pima,019,04,72,SO2,0.239452
2013,Arizona,Pinal,021,04,76,Ozone,0.053607
2013,Arizona,Pinal,021,04,76,PM10,26.60467599
2013,Arizona,Pinal,021,04,76,PM2.5,11.551353142857142
2013,Arizona,Santa Cruz,023,04,51,PM10,25.7745531
2013,Arizona,Santa Cruz,023,04,51,PM2.5,9.129483800000001
2013,Arizona,Yavapai,025,04,72,Ozone,0.053249
2013,Arizona,Yavapai,025,04,72,PM10,7.156363799999999
2013,Arizona,Yavapai,025,04,72,PM2.5,4.144828
2013,Arizona,Yuma,027,04,74,Ozone,0.056113
2013,Arizona,Yuma,027,04,74,PM10,23.981817999999997
2013,Arizona,Yuma,027,04,74,PM2.5,6.721362
2014,Arizona,Apache,001,04,51,PM10,9.5556162
2014,Arizona,Apache,001,04,51,PM2.5,3.0221565000000004
2014,Arizona,Cochise,003,04,72,Ozone,0.051065
2014,Arizona,Cochise,003,04,72,PM10,17.7970302
2014,Arizona,Cochise,003,04,72,PM2.5,7.221488
2014,Arizona,Coconino,005,04,73,Ozone,0.052428
2014,Arizona,Gila,007,04,74,Ozone,0.056008
2014,Arizona,Gila,007,04,74,PM10,13.348431999999999
2014,Arizona,Gila,007,04,74,SO2,4.8998625
2014,Arizona,La Paz,012,04,73,NO2,1.587356
2014,Arizona,La Paz,012,04,73,Ozone,0.054704
2014,Arizona,La Paz,012,04,73,PM10,7.0129410000000005
2014,Arizona,La Paz,012,04,73,PM2.5,2.008092
2014,Arizona,La Paz,012,04,73,SO2,0.694758
2014,Arizona,Maricopa,013,04,76,CO,0.433241
2014,Arizona,Maricopa,013,04,76,NO2,35.56517933333333
2014,Arizona,Maricopa,013,04,76,Ozone,0.05641992
2014,Arizona,Maricopa,013,04,76,PM10,20.22696373548387
2014,Arizona,Maricopa,013,04,76,PM2.5,8.551791642857143
2014,Arizona,Maricopa,013,04,76,SO2,1.1016793333333332
2014,Arizona,Mohave,015,04,51,PM10,10.808068500000001
2014,Arizona,Mohave,015,04,51,PM2.5,3.173469
2014,Arizona,Navajo,017,04,72,Ozone,0.051066
2014,Arizona,Navajo,017,04,72,PM10,9.647592
2014,Arizona,Pima,019,04,72,CO,0.2790614
2014,Arizona,Pima,019,04,72,NO2,23.4284505
2014,Arizona,Pima,019,04,72,Ozone,0.04806925
2014,Arizona,Pima,019,04,72,PM10,15.055999612499999
2014,Arizona,Pima,019,04,72,PM2.5,5.97275725
2014,Arizona,Pima,019,04,72,SO2,0.202053
2014,Arizona,Pinal,021,04,74,Ozone,0.051751000000000005
2014,Arizona,Pinal,021,04,74,PM10,28.891739846153847
2014,Arizona,Pinal,021,04,74,PM2.5,10.779093428571429
2014,Arizona,Santa Cruz,023,04,51,PM10,21.7839042
2014,Arizona,Santa Cruz,023,04,51,PM2.5,8.762104333333333
2014,Arizona,Yavapai,025,04,73,Ozone,0.054188
2014,Arizona,Yuma,027,04,74,Ozone,0.056729
2014,Arizona,Yuma,027,04,74,PM10,26.807671199999998
2014,Arizona,Yuma,027,04,74,PM2.5,6.239335
2015,Arizona,Apache,001,04,51,PM10,7.262011199999999
2015,Arizona,Apache,001,04,51,PM2.5,2.7395835
2015,Arizona,Cochise,003,04,71,Ozone,0.050105
2015,Arizona,Cochise,003,04,71,PM10,12.4807227
2015,Arizona,Cochise,003,04,71,PM2.5,5.231169
2015,Arizona,Coconino,005,04,72,Ozone,0.050445000000000004
2015,Arizona,Gila,007,04,73,Ozone,0.05348233333333333
2015,Arizona,Gila,007,04,73,PM10,10.69643805
2015,Arizona,Gila,007,04,73,SO2,5.03284325
2015,Arizona,La Paz,012,04,72,NO2,2.004046
2015,Arizona,La Paz,012,04,72,Ozone,0.051661
2015,Arizona,La Paz,012,04,72,PM10,7.1982197999999995
2015,Arizona,La Paz,012,04,72,PM2.5,1.036688
2015,Arizona,La Paz,012,04,72,SO2,1.047278
2015,Arizona,Maricopa,013,04,76,CO,0.4490611333333333
2015,Arizona,Maricopa,013,04,76,NO2,34.52067757142857
2015,Arizona,Maricopa,013,04,76,Ozone,0.055023333333333334
2015,Arizona,Maricopa,013,04,76,PM10,15.054731075
2015,Arizona,Maricopa,013,04,76,PM2.5,7.829762428571429
2015,Arizona,Maricopa,013,04,76,SO2,0.9130753333333333
2015,Arizona,Mohave,015,04,51,PM10,9.2381338
2015,Arizona,Mohave,015,04,51,PM2.5,4.625581
2015,Arizona,Navajo,017,04,70,Ozone,0.048172
2015,Arizona,Navajo,017,04,70,PM10,8.456249999999999
2015,Arizona,Pima,019,04,71,CO,0.2651374
2015,Arizona,Pima,019,04,71,NO2,20.390703000000002
2015,Arizona,Pima,019,04,71,Ozone,0.047377625
2015,Arizona,Pima,019,04,71,PM10,12.171085145454546
2015,Arizona,Pima,019,04,71,PM2.5,5.16062
2015,Arizona,Pima,019,04,71,SO2,0.161111
2015,Arizona,Pinal,021,04,74,Ozone,0.051973571428571425
2015,Arizona,Pinal,021,04,74,PM10,23.2100655
2015,Arizona,Pinal,021,04,74,PM2.5,8.463209714285714
2015,Arizona,Santa Cruz,023,04,51,PM10,16.0883928
2015,Arizona,Santa Cruz,023,04,51,PM2.5,8.044551666666667
2015,Arizona,Yavapai,025,04,71,Ozone,0.050278
2015,Arizona,Yuma,027,04,72,Ozone,0.050719
2015,Arizona,Yuma,027,04,72,PM10,23.0761644
2015,Arizona,Yuma,027,04,72,PM2.5,5.553595
2016,Arizona,Apache,001,04,51,PM10,9.0721314
2016,Arizona,Apache,001,04,51,PM2.5,2.3833330000000004
2016,Arizona,Cochise,003,04,71,Ozone,0.050141
2016,Arizona,Cochise,003,04,71,PM10,12.9784182
2016,Arizona,Cochise,003,04,71,PM2.5,3.851057
2016,Arizona,Coconino,005,04,71,Ozone,0.0493915
2016,Arizona,Gila,007,04,72,Ozone,0.050759
2016,Arizona,Gila,007,04,72,PM10,16.466730719999997
2016,Arizona,Gila,007,04,72,SO2,4.970001
